"","TranscriptID","fullID","Function","GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","A1.spat","A2.spat","A3.spat","A4.spat","A5.spat","A6.spat","A7.spat","A8.spat","A9.spat","A10.spat","A11.spat"
"1206","XM_022453542.1","XM_022453542.1 PREDICTED: Crassostrea virginica tyrosine-protein kinase Fer-like (LOC111114988), mRNA"," tyrosine-protein kinase Fer-like (LOC111114988), mRNA","LOC111114988",65.839587601504,9.01887468856068,1.28826688056316,7.0007813013233,2.5453901127348e-12,1.11395527297321e-09,0,0,0,90.6471471729277,94.3696266905358,109.693601947933,111.895246721933,79.5898247011871,101.05851412902,84.2730006722575,52.7085015807505
"1153","XM_022452500.1","XM_022452500.1 PREDICTED: Crassostrea virginica coatomer subunit alpha-like (LOC111114212), transcript variant X1, mRNA"," coatomer subunit alpha-like (LOC111114212), transcript variant X1, mRNA","LOC111114212",127.381668077267,9.48480719260787,1.3608868180845,6.96957826805766,3.17892480746161e-12,1.27527866859335e-09,0,0,0,152.720737084824,130.165002331774,57.1906813574692,250.728238025073,267.393884741707,138.7257784862,174.273292652338,230.000734170548
"1865","XM_022461445.1","XM_022461445.1 PREDICTED: Crassostrea virginica uncharacterized LOC111120601 (LOC111120601), mRNA"," uncharacterized LOC111120601 (LOC111120601), mRNA","LOC111120601",109.251583859847,-24.8298922294007,3.72988310730453,-6.65701618926725,2.79442418213024e-11,1.03479677021346e-08,0,260.876700344051,0,0,0,0,134.688722906031,65.626697560628,266.426991794688,307.637361677367,166.510948175553
"3717","XM_022481046.1","XM_022481046.1 PREDICTED: Crassostrea virginica acyl-coenzyme A thioesterase 8-like (LOC111133015), transcript variant X1, mRNA"," acyl-coenzyme A thioesterase 8-like (LOC111133015), transcript variant X1, mRNA","LOC111133015",40.7174350813735,8.44796380727975,1.3065998743371,6.46560892374631,1.00891697662554e-10,3.46923308962523e-08,0,0,0,68.9706554576624,44.7442195515472,60.9408899710737,63.2000930559069,66.3248539176559,48.6918295348913,32.7273789018476,62.2918655045233
"2696","XM_022470354.1","XM_022470354.1 PREDICTED: Crassostrea virginica leucine--tRNA ligase, cytoplasmic-like (LOC111126003), transcript variant X1, mRNA"," leucine--tRNA ligase, cytoplasmic-like (LOC111126003), transcript variant X1, mRNA","LOC111126003",85.605226228504,23.4270344987281,3.64751279591068,6.4227422382158,1.33841021661357e-10,4.29540452185182e-08,0,0,0,0,126.910877273479,0,197.888815961938,315.566673376637,106.570796717875,127.636777717205,67.0835474664097
"118","XM_022432525.1","XM_022432525.1 PREDICTED: Crassostrea virginica ATP-dependent RNA helicase HAS1-like (LOC111100547), mRNA"," ATP-dependent RNA helicase HAS1-like (LOC111100547), mRNA","LOC111100547",71.9786434564097,8.04978730269366,1.25607052567355,6.40870646843425,1.46759435072544e-10,4.41562450274516e-08,0,0,0,50.2500489762969,85.4207827802264,77.8168287322941,102.570642828439,105.421609911221,109.326938012303,142.364098223037,118.594128556689
"4256","XM_022486896.1","XM_022486896.1 PREDICTED: Crassostrea virginica profilin-like (LOC111136212), mRNA"," profilin-like (LOC111136212), mRNA","LOC111136212",1471.30819143661,-1.13532429227493,0.18038201874004,-6.29399925893454,3.09389301550536e-10,8.761177045084e-08,1544.74857791745,1529.78097081751,1756.55459117718,1612.92804263133,1496.8975268154,1348.19999659083,958.362066831375,752.612552876138,1774.0362798467,1760.7329849194,1649.5365153794
"1227","XM_022453867.1","XM_022453867.1 PREDICTED: Crassostrea virginica uncharacterized LOC111115208 (LOC111115208), mRNA"," uncharacterized LOC111115208 (LOC111115208), mRNA","LOC111115208",203.734174017991,-3.31541205209824,0.530318457029428,-6.25173800412205,4.05909923783258e-10,1.085583540607e-07,247.851450934516,328.704642433504,346.454945947227,106.411868420393,179.790409470762,253.139081418306,48.6951536660266,32.115192423286,254.483712852168,208.637040499278,234.792416132434
"297","XM_022435197.1","XM_022435197.1 PREDICTED: Crassostrea virginica NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial-like (LOC111102448), mRNA"," NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial-like (LOC111102448), mRNA","LOC111102448",340.680892769246,1.10153242467397,0.179907905198595,6.12275721546542,9.19697788750158e-10,2.33022376581224e-07,244.008792780493,274.442288761941,260.541590078912,286.720867688282,318.904255712845,345.019192451617,536.68275742557,552.241678409114,296.744546033394,287.182749863712,345.001101255821
"937","XM_022447158.1","XM_022447158.1 PREDICTED: Crassostrea virginica transcription initiation factor TFIID subunit 11-like (LOC111110592), mRNA"," transcription initiation factor TFIID subunit 11-like (LOC111110592), mRNA","LOC111110592",56.2477513071217,-9.07034615575922,1.48752737764077,-6.09759947419919,1.07673117021084e-09,2.59169192669748e-07,57.6398723103527,73.0454760963342,80.3103109203815,63.0588849898627,72.404282547049,51.5653684370624,0,0,67.0661048310767,79.3638938369803,74.2710704092393
"1170","XM_022452991.1","XM_022452991.1 PREDICTED: Crassostrea virginica 60S ribosomal protein L37a (LOC111114610), mRNA"," 60S ribosomal protein L37a (LOC111114610), mRNA","LOC111114610",6123.18424703438,-1.18739419349221,0.196356715627186,-6.04712800221545,1.47450609009432e-09,3.38012967510193e-07,6444.13772429743,7196.0229022903,7638.8179456828,6550.24167832199,5528.75847404208,6607.86757717119,3713.26448380935,3138.21282484067,7869.7021093562,6393.29346847592,6274.70752909025
"4348","XM_022487650.1","XM_022487650.1 PREDICTED: Crassostrea virginica probable 28S ribosomal protein S26, mitochondrial (LOC111136646), mRNA"," probable 28S ribosomal protein S26, mitochondrial (LOC111136646), mRNA","LOC111136646",30.8341173644197,8.01369313243582,1.3485152111207,5.94260492306642,2.80527979706006e-09,5.87157258393353e-07,0,0,0,37.441212962731,44.7442195515472,26.2514602952317,71.4886298501242,48.870944991957,38.5859781219893,46.6365149351328,25.1563302999036
"4627","XM_022490115.1","XM_022490115.1 PREDICTED: Crassostrea virginica uncharacterized LOC111138244 (LOC111138244), mRNA"," uncharacterized LOC111138244 (LOC111138244), mRNA","LOC111138244",29.6441121140163,-10.1700248353476,1.71040539780518,-5.94597330457325,2.74818936457027e-09,5.87157258393353e-07,30.7412652321881,74.0889828977104,29.8829063889792,17.7353114033989,12.2029689686038,8.43796938061021,0,0,29.3988404738966,58.9092820233256,64.6877064854665
"669","XM_022442224.1","XM_022442224.1 PREDICTED: Crassostrea virginica IgGFc-binding protein-like (LOC111107180), mRNA"," IgGFc-binding protein-like (LOC111107180), mRNA","LOC111107180",150.254810703975,-10.0320893900239,1.71963375858351,-5.83385231881439,5.41620640454843e-09,1.08640073464567e-06,353.524550170163,261.920207145427,287.622973993924,160.603097708557,87.0478453093736,238.138246963888,0,0,162.612336371241,63.0002043860566,38.3334556950913
"689","XM_022442540.1","XM_022442540.1 PREDICTED: Crassostrea virginica nicolin-1-like (LOC111107363), transcript variant X1, mRNA"," nicolin-1-like (LOC111107363), transcript variant X1, mRNA","LOC111107363",19.4523957732293,7.75222578491968,1.35332184521579,5.72829427997857,1.01445475551186e-08,1.83811999169183e-06,0,0,0,16.7500163254323,23.592406672634,29.0641167554352,38.334482673255,46.0783195638452,26.6426991794688,15.5455049783776,17.968807357074
"1495","XM_022457948.1","XM_022457948.1 PREDICTED: Crassostrea virginica probable very-long-chain enoyl-CoA reductase art-1 (LOC111118456), mRNA"," probable very-long-chain enoyl-CoA reductase art-1 (LOC111118456), mRNA","LOC111118456",43.7586133300183,7.80865132641502,1.3620826817037,5.73287615451357,9.87417331583819e-09,1.83811999169183e-06,0,0,0,50.2500489762969,58.5742510492981,21.5636995282261,70.452562750847,83.0806064863269,61.5538222422211,71.1820491115185,64.6877064854665
"1863","XM_022461422.1","XM_022461422.1 PREDICTED: Crassostrea virginica zinc finger protein ubi-d4-like (LOC111120594), transcript variant X1, mRNA"," zinc finger protein ubi-d4-like (LOC111120594), transcript variant X1, mRNA","LOC111120594",48.4808704905704,-8.552469774735,1.49373526846667,-5.72555924418533,1.03093559982716e-08,1.83811999169183e-06,44.1905687712704,61.566901281196,64.4350169012363,58.1324096000297,66.7095636950339,55.3155770506669,0,0,72.5783874199323,56.454728605687,53.9064220712221
"1296","XM_022455005.1","XM_022455005.1 PREDICTED: Crassostrea virginica uncharacterized LOC111116039 (LOC111116039), transcript variant X1, mRNA"," uncharacterized LOC111116039 (LOC111116039), transcript variant X1, mRNA","LOC111116039",40.4032958697884,-9.02572465648511,1.58171186055238,-5.70630143301388,1.15457455710049e-08,1.85761386270116e-06,67.2465176954115,87.654571315601,51.3612453560579,33.5000326508646,37.4224381703849,38.4396382894465,0,0,56.9602534181747,49.0910683527713,22.7604893189604
"2704","XM_022470459.1","XM_022470459.1 PREDICTED: Crassostrea virginica N-acetylserotonin O-methyltransferase-like protein (LOC111126067), transcript variant X2, mRNA"," N-acetylserotonin O-methyltransferase-like protein (LOC111126067), transcript variant X2, mRNA","LOC111126067",29.692456065198,7.61033032116498,1.33121060280117,5.71684923869379,1.08517313121311e-08,1.85761386270116e-06,0,0,0,28.5735572610316,39.0495006995321,19.6885952214238,68.3804285522927,52.3617267770968,36.7485505923708,48.2728838802252,33.5417737332049
"3098","XM_022474620.1","XM_022474620.1 PREDICTED: Crassostrea virginica mesenchyme-specific cell surface glycoprotein-like (LOC111128776), mRNA"," mesenchyme-specific cell surface glycoprotein-like (LOC111128776), mRNA","LOC111128776",898.580753698201,1.46678806614687,0.257319319609883,5.70026404690734,1.19621997805849e-08,1.85761386270116e-06,887.654033579431,762.803471806004,876.876534351607,1323.25128970915,1031.55764347931,1510.39651912923,1017.41789149017,891.545667924701,483.243440289676,598.91103390381,500.73076501713
"3576","XM_022479210.1","XM_022479210.1 PREDICTED: Crassostrea virginica troponin T-like (LOC111131563), transcript variant X7, mRNA"," troponin T-like (LOC111131563), transcript variant X7, mRNA","LOC111131563",98.9793667536866,21.363108041125,3.74665267448408,5.70191845820531,1.18466498684451e-08,1.85761386270116e-06,134.493035390823,343.313737652771,257.740067604945,0,0,172.509596225809,74.5968311479556,106.119766268249,0,0,0
"383","XM_022436896.1","XM_022436896.1 PREDICTED: Crassostrea virginica dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2-like (LOC111103552), transcript variant X1, mRNA"," dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2-like (LOC111103552), transcript variant X1, mRNA","LOC111103552",69.0147051049893,9.01598057513595,1.60293072442372,5.62468510819602,1.85846671943103e-08,2.79583087104406e-06,0,0,0,100.500097952594,126.097346008906,30.0016689088363,125.364119012537,114.497642552585,105.652082953066,38.4546702096709,118.594128556689
"4420","XM_022488227.1","XM_022488227.1 PREDICTED: Crassostrea virginica 50S ribosomal protein L20-like (LOC111137006), mRNA"," 50S ribosomal protein L20-like (LOC111137006), mRNA","LOC111137006",25.826212282342,8.47901411023501,1.50929631459827,5.61785914947515,1.93338001793166e-08,2.8203913352494e-06,0,0,0,15.7647212474657,41.4900944932528,15.0008344544181,84.9575021407273,61.4377594184602,15.6181340017576,29.4546410116628,20.3646483380172
"948","XM_022447288.1","XM_022447288.1 PREDICTED: Crassostrea virginica neurogenic locus notch homolog protein 1-like (LOC111110684), mRNA"," neurogenic locus notch homolog protein 1-like (LOC111110684), mRNA","LOC111110684",1184.33795495301,-1.13091572030535,0.201732542258916,-5.60601530938853,2.07037657447066e-08,2.93140965573581e-06,1596.62446299677,1428.56081108402,1327.92165266026,1058.20691373613,1307.34474216975,958.178300775959,801.915934840523,721.893673166908,1256.80043025908,1299.27694240335,1270.99364039037
"1328","XM_022455706.1","XM_022455706.1 PREDICTED: Crassostrea virginica fibrillin-1-like (LOC111116714), mRNA"," fibrillin-1-like (LOC111116714), mRNA","LOC111116714",106.05518032657,-9.15943240105336,1.63887688065166,-5.58884716063071,2.28582024655335e-08,3.14398247625938e-06,169.076958777034,187.831224247717,225.989479566655,150.750146928891,78.9125326636377,170.634491919006,0,0,101.977227893829,49.0910683527713,32.3438532427333
"708","XM_022442830.1","XM_022442830.1 PREDICTED: Crassostrea virginica uncharacterized LOC111107568 (LOC111107568), mRNA"," uncharacterized LOC111107568 (LOC111107568), mRNA","LOC111107568",1186.59239427812,-2.61252328501828,0.469863361846267,-5.56017663252718,2.69501755947999e-08,3.60383736981574e-06,1633.12971545999,1435.86535869366,1728.53936643751,1306.50127338372,1124.30020764069,1337.88692290342,382.308759633273,166.161212972654,1588.45609935523,1395.8227101638,953.544710415395
"668","XM_022442223.1","XM_022442223.1 PREDICTED: Crassostrea virginica hemicentin-1-like (LOC111107179), mRNA"," hemicentin-1-like (LOC111107179), mRNA","LOC111107179",146.437218953971,-9.49920684642003,1.73971658632123,-5.46020364529998,4.75588742023872e-08,6.18779514622411e-06,363.131195555222,262.963713946803,280.15224739668,201.000195905187,78.0990013990642,233.450486196882,0,0,119.432789425205,29.4546410116628,43.1251376569777
"1645","XM_022459439.1","XM_022459439.1 PREDICTED: Crassostrea virginica 40S ribosomal protein S24-like (LOC111119359), transcript variant X4, mRNA"," 40S ribosomal protein S24-like (LOC111119359), transcript variant X4, mRNA","LOC111119359",4416.88203670333,-0.999211294973942,0.183389401545985,-5.44857710724024,5.07743784632066e-08,6.4323120505757e-06,4090.50960495803,4521.51497036309,4210.6882783721,4023.94509841562,3094.67293043792,3683.64241071306,3336.13605967246,3744.21254274093,6667.10579122087,5506.38150023585,5706.89321660671
"1121","XM_022451493.1","XM_022451493.1 PREDICTED: Crassostrea virginica valine-rich protein-like (LOC111113316), transcript variant X1, mRNA"," valine-rich protein-like (LOC111113316), transcript variant X1, mRNA","LOC111113316",48.8136222492838,-23.488532693052,4.31552014972069,-5.44280454687999,5.24481850369829e-08,6.47398878892399e-06,119.122402774729,85.5675577128487,98.9871274134935,0,65.0825011658868,42.189846903051,0,0,0,126.000408772113,0
"3214","XM_022475863.1","XM_022475863.1 PREDICTED: Crassostrea virginica uncharacterized LOC111129471 (LOC111129471), transcript variant X2, mRNA"," uncharacterized LOC111129471 (LOC111129471), transcript variant X2, mRNA","LOC111129471",53.2909004688559,-9.62967867959413,1.7773152471699,-5.41810390414863,6.02344093315224e-08,7.24921116304872e-06,44.1905687712704,89.7415849183535,134.473078750406,24.6323769491651,22.7788754080604,86.2547981129043,0,0,53.2853983589376,61.3638354409642,69.4793884473529
"3209","XM_022475835.1","XM_022475835.1 PREDICTED: Crassostrea virginica calmodulin-like (LOC111129445), mRNA"," calmodulin-like (LOC111129445), mRNA","LOC111129445",280.937276641561,1.76216361222608,0.326233048553988,5.40154843305048,6.6068095196204e-08,7.75736122620795e-06,240.166134626469,145.047445391292,223.187957092688,263.073785817084,327.039568358581,291.578719707753,453.797389483397,518.032016914744,182.824039197045,214.364331807102,231.198654661019
"557","XM_022439594.1","XM_022439594.1 PREDICTED: Crassostrea virginica uncharacterized LOC111105355 (LOC111105355), transcript variant X1, mRNA"," uncharacterized LOC111105355 (LOC111105355), transcript variant X1, mRNA","LOC111105355",62.6535874507505,-8.22656125132062,1.55093468406142,-5.30426028630541,1.13130796248895e-07,1.29669441224329e-05,138.335693544846,74.0889828977104,113.928580607983,86.7059668610613,65.0825011658868,101.255632567322,0,0,46.8544020052727,27.0000875940242,35.9376147141481
"308","XM_022435408.1","XM_022435408.1 PREDICTED: Crassostrea virginica betaine--homocysteine S-methyltransferase 1-like (LOC111102594), transcript variant X2, mRNA"," betaine--homocysteine S-methyltransferase 1-like (LOC111102594), transcript variant X2, mRNA","LOC111102594",59.990735413152,-8.07670484734891,1.53925776450899,-5.24714250827592,1.54476408019959e-07,1.68927424254614e-05,115.279744620705,53.2188468701864,87.7810375176263,102.470688108527,90.3019703676679,75.9417244254918,0,0,47.773115770082,36.8183012645785,50.3126605998073
"737","XM_022443759.1","XM_022443759.1 PREDICTED: Crassostrea virginica uncharacterized LOC111108147 (LOC111108147), transcript variant X1, mRNA"," uncharacterized LOC111108147 (LOC111108147), transcript variant X1, mRNA","LOC111108147",34.0618350199286,-22.4693160618254,4.28886704029317,-5.2389863921474,1.61460942212286e-07,1.68927424254614e-05,0,93.9156121238583,0,35.4706228067978,29.2871255246491,32.8143253690397,0,0,96.4649453049733,86.727554089896,0
"1212","XM_022453645.1","XM_022453645.1 PREDICTED: Crassostrea virginica ras-related protein Rab-8A-like (LOC111115065), transcript variant X3, mRNA"," ras-related protein Rab-8A-like (LOC111115065), transcript variant X3, mRNA","LOC111115065",39.5131158869764,-22.3832086784642,4.26762800944437,-5.24488278475294,1.56381714685883e-07,1.68927424254614e-05,0,85.5675577128487,0,45.3235735864639,34.9818443766641,38.4396382894465,0,0,101.05851412902,129.273146662298,0
"3272","XM_022476506.1","XM_022476506.1 PREDICTED: Crassostrea virginica neutral alpha-glucosidase AB-like (LOC111129951), transcript variant X1, mRNA"," neutral alpha-glucosidase AB-like (LOC111129951), transcript variant X1, mRNA","LOC111129951",69.3242292900492,25.6146596778199,4.88975986429211,5.23842895944096,1.61949292173072e-07,1.68927424254614e-05,0,0,0,77.8383111593618,100.064345542551,0,74.5968311479556,418.195657859746,91.871376480927,0,0
"4173","XM_022486182.1","XM_022486182.1 PREDICTED: Crassostrea virginica H/ACA ribonucleoprotein complex subunit 4-like (LOC111135802), mRNA"," H/ACA ribonucleoprotein complex subunit 4-like (LOC111135802), mRNA","LOC111135802",283.489426565466,1.3759197066298,0.26282764036509,5.23506471662772,1.6492706564119e-07,1.68927424254614e-05,149.863668006917,176.352649432578,181.165119983186,278.838507064549,334.361349739743,226.887621123074,419.60717520725,487.313137205514,279.288984502018,288.819118808805,295.886361146486
"3499","XM_022478515.1","XM_022478515.1 PREDICTED: Crassostrea virginica uncharacterized LOC111131137 (LOC111131137), transcript variant X1, mRNA"," uncharacterized LOC111131137 (LOC111131137), transcript variant X1, mRNA","LOC111131137",557.45384000965,-0.935466324085749,0.17943056025121,-5.21352841330963,1.8528213543924e-07,1.85822541667605e-05,630.195937259856,718.976186148204,687.306846946521,521.221096244334,552.387728645464,612.22155617094,340.866075662186,374.211807366985,632.075070188777,549.819965551039,512.709969921846
"4320","XM_022487489.1","XM_022487489.1 PREDICTED: Crassostrea virginica integumentary mucin C.1-like (LOC111136553), transcript variant X2, mRNA"," integumentary mucin C.1-like (LOC111136553), transcript variant X2, mRNA","LOC111136553",45.1089622247884,-8.42043692973923,1.62448318973593,-5.18345587257694,2.17811779951406e-07,2.13988960956341e-05,51.8758850793174,46.9578060619291,62.5673352519251,58.1324096000297,39.0495006995321,71.2539636584862,0,0,71.659673655123,69.5456801664261,25.1563302999036
"3443","XM_022478036.1","XM_022478036.1 PREDICTED: Crassostrea virginica uncharacterized LOC111130795 (LOC111130795), mRNA"," uncharacterized LOC111130795 (LOC111130795), mRNA","LOC111130795",60.8296262583088,-7.7681529009391,1.51024618515571,-5.14363351968223,2.69474974051415e-07,2.59450505016702e-05,153.70632616094,99.1331461307393,105.524013186083,79.808901315295,90.3019703676679,70.316411505085,0,0,21.1304165906132,20.4546118136547,28.7500917713184
"2901","XM_022472378.1","XM_022472378.1 PREDICTED: Crassostrea virginica SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5-like (LOC111127274), transcript variant X2, mRNA"," SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5-like (LOC111127274), transcript variant X2, mRNA","LOC111127274",72.9478241591673,25.1630808462501,4.89851627157716,5.13687807719549,2.79340053398705e-07,2.63675101384581e-05,0,0,0,65.029475145796,127.724408538053,0,166.806802983623,312.774047948525,0,130.091331134844,0
"4696","XR_002635020.1","XR_002635020.1 PREDICTED: Crassostrea virginica uncharacterized LOC111105372 (LOC111105372), ncRNA"," uncharacterized LOC111105372 (LOC111105372), ncRNA","LOC111105372",27.2239042480557,-8.46550566961834,1.65072183094582,-5.12836597354978,2.92267858138616e-07,2.70572590207558e-05,34.5839233862116,22.9571496302765,53.2289270053691,13.7941310915325,30.9141880537962,30.9392210622374,0,0,49.6105432997006,31.0910099567552,32.3438532427333
"1943","XM_022461947.1","XM_022461947.1 PREDICTED: Crassostrea virginica transcription factor BTF3 homolog 4-like (LOC111120912), mRNA"," transcription factor BTF3 homolog 4-like (LOC111120912), mRNA","LOC111120912",1521.86444288654,-0.789137076858704,0.155136038713154,-5.08674247070222,3.64265926945375e-07,3.30863428738686e-05,1527.45661622435,1781.26610994918,1769.62836272236,1562.67799365504,1427.74736932664,1651.0293421394,1126.20493691427,964.153929055609,1741.88129807838,1619.18707116891,1569.2758425178
"1166","XM_022452963.1","XM_022452963.1 PREDICTED: Crassostrea virginica 10 kDa heat shock protein, mitochondrial-like (LOC111114592), mRNA"," 10 kDa heat shock protein, mitochondrial-like (LOC111114592), mRNA","LOC111114592",32.397403431036,7.15335053608566,1.42038512897806,5.03620489270567,4.74852272608477e-07,4.23322007469853e-05,0,0,0,26.6029671050983,30.9141880537962,11.2506258408136,54.9115562616896,83.7787628433548,40.4234056516079,45.0001459900404,63.4897859949949
"524","XM_022438937.1","XM_022438937.1 PREDICTED: Crassostrea virginica delta-like protein 1 (LOC111104799), mRNA"," delta-like protein 1 (LOC111104799), mRNA","LOC111104799",37.3712579380147,-7.87993353012729,1.5676180205801,-5.02669236170895,4.99011906477042e-07,4.36771512323724e-05,36.5052524632234,58.4363808770674,33.6182696876016,58.1324096000297,34.9818443766641,59.0657856642714,0,0,33.0736955331337,43.363777044948,53.9064220712221
"523","XM_022438935.1","XM_022438935.1 PREDICTED: Crassostrea virginica basic salivary proline-rich protein 2-like (LOC111104797), mRNA"," basic salivary proline-rich protein 2-like (LOC111104797), mRNA","LOC111104797",719.39119875352,-7.19202655431116,1.43352487815393,-5.01702249044531,5.24784265333032e-07,4.51127045234503e-05,1696.53357500138,2976.08139752493,2728.68288964366,31.5294424949314,0,43.1273990564522,53.8754891624124,82.3824501292989,84.5216663624528,72.8184180566108,143.750458856592
"1830","XM_022461188.1","XM_022461188.1 PREDICTED: Crassostrea virginica cocaine esterase-like (LOC111120469), mRNA"," cocaine esterase-like (LOC111120469), mRNA","LOC111120469",40.0804999774406,24.0669854798142,4.80829999345667,5.00530031665361,5.57750049742109e-07,4.71054164817283e-05,0,0,87.7810375176263,100.500097952594,88.6749078385208,78.7543808856952,0,85.1750755574108,0,0,0
"4631","XM_022490151.1","XM_022490151.1 PREDICTED: Crassostrea virginica zinc finger MYND domain-containing protein 12-like (LOC111138274), mRNA"," zinc finger MYND domain-containing protein 12-like (LOC111138274), mRNA","LOC111138274",118.270492610177,1.72718989100633,0.345544364717565,4.99846059540886,5.77898128807708e-07,4.79655446910397e-05,96.0664538505878,106.437693740373,90.5825599915931,117.250114278026,127.724408538053,129.382197169356,203.069151458324,198.974561752968,56.9602534181747,101.454874595727,73.0731499187677
"871","XM_022446066.1","XM_022446066.1 PREDICTED: Crassostrea virginica uncharacterized LOC111109825 (LOC111109825), mRNA"," uncharacterized LOC111109825 (LOC111109825), mRNA","LOC111109825",150.225116194334,-1.83567376833093,0.368616444966574,-4.9799019913433,6.36164818522907e-07,5.19067362096487e-05,366.973853709245,233.745523508269,271.747679974779,135.970720759392,106.57259565914,116.256467021741,68.3804285522927,62.8340721325161,113.920506836349,82.6366317271651,93.437798256785
