"","geneSymbol","TranscriptID","moduleColor","KEGG_ID","Protein_name","gene_length","GO.terms","GS.HHM","p.GS.HHM","MM.red","p.MM.red","MM.blue","p.MM.blue","MM.cyan","p.MM.cyan","MM.tan","p.MM.tan","MM.turquoise","p.MM.turquoise","MM.greenyellow","p.MM.greenyellow","MM.black","p.MM.black","MM.magenta","p.MM.magenta","MM.salmon","p.MM.salmon","MM.brown","p.MM.brown","MM.purple","p.MM.purple","MM.green","p.MM.green"
"XM_022477512.1","LOC111130438","XM_022477512.1","black","crg:105329519"," dynein light chain 1, axonemal-like",193,"GO:0003674",0.525981050575831,0.118374444339534,-0.402657282006234,0.248639813044892,0.368574584519764,0.294632187129058,0.130155825240374,0.720058545270586,0.255997019698484,0.475284888808104,-0.139178672871628,0.701375901627157,-0.207841284843766,0.564483469437222,0.601990427322191,0.0655529900922483,0.200613207799615,0.578397677378535,-0.352965797239787,0.31710360281295,0.456279982624082,0.185015556150328,0.00458281221165984,0.989975308829009,0.0553819045839866,0.879222979886907
"XM_022488031.1","LOC111136881","XM_022488031.1","black","crg:105343134"," cytochrome b5 domain-containing protein 1-like",215,"",0.523039208213746,0.120825667674704,-0.622220623922302,0.0547294690125648,0.675623107419309,0.0320130147808417,0.498757558366937,0.14226272037479,0.19474665569251,0.589784250032947,-0.309943142018227,0.383463073270863,-0.21543842468001,0.549999503812426,0.870213075884461,0.00105829644911637,0.444028808141422,0.198601541064643,-0.503922632082411,0.137521648807019,0.595814638053636,0.0691163874121178,-0.0403125286923443,0.91195951106391,0.106372919987309,0.769924352403914
"XM_022453007.1","LOC111114620","XM_022453007.1","black","crg:105342880;crg:105342874"," alpha-amylase-like",520,"GO:0005975;GO:0043167",0.513376516307139,0.129097953295309,-0.32313199495795,0.362445277917763,0.66684513122288,0.0351983069643842,0.441680672695903,0.201269900557113,0.0274129530116722,0.940079207498102,-0.6808487249785,0.0302130225459232,0.19820057119846,0.583070449341167,0.772358400249632,0.00883371529525942,0.139150831155117,0.701433334932188,-0.548130407988051,0.100915793399696,0.0631030403991983,0.86251045316448,-0.403411184353345,0.247670829895154,0.567360875308701,0.0871598341974557
"XM_022461139.1","LOC111120422","XM_022461139.1","black","crg:105348750"," protein draper-like",327,"",0.512962318973901,0.129460155920984,-0.347603667811521,0.325023673812797,0.457140916753614,0.184082018680035,0.147142094216001,0.685005421146149,0.185052838744573,0.608776713322192,-0.374811382497924,0.285898563736962,-0.008981201022808,0.98035520740144,0.536962277602255,0.109499944250425,0.117705052588499,0.746057890477865,-0.442918926789911,0.199860200038303,0.333442568926511,0.346425703481442,-0.131492207718957,0.717282753559442,0.319890968187058,0.367555859496646
"XM_022481764.1","LOC111133398","XM_022481764.1","black","crg:105343585"," beta-hexosaminidase subunit alpha-like",996,"GO:0005975;GO:0006629;GO:0009056;GO:0016798",0.506701829257788,0.135011259191653,-0.475715409611134,0.164618046706458,0.699639285638233,0.0243111692433617,0.568061664530617,0.0866826835383324,0.115916954618436,0.749811413127946,-0.49819636902482,0.142783771528479,-0.0184929563121766,0.959560489844047,0.912326381547145,0.000232281082683744,0.453055212741507,0.188537010445597,-0.522844685021116,0.120988853786468,0.54461935856685,0.103566868217926,-0.0511622542840061,0.888375061356809,0.338327152268566,0.338964457167107
"XM_022463353.1","LOC111121880","XM_022463353.1","black","crg:105319697"," sodium/calcium exchanger 3-like",805,"GO:0005575;GO:0022857",0.505793230744211,0.135828851912353,-0.72282086920567,0.0181871375392375,0.70223232982661,0.0235645157330765,0.414362624154719,0.233833371063149,0.11804982650146,0.74533470148086,-0.318839755917144,0.369221095473872,-0.0988492595871532,0.785867734798797,0.68338370807242,0.029365210702955,0.123099866968428,0.734762643542766,-0.481061216388618,0.159255518690164,0.450366046922603,0.191503448736102,-0.114966118849442,0.751809312188933,0.106628220862298,0.769384670167774
"XR_002638452.1",NA,NA,"black",NA,NA,NA,NA,0.504941333462788,0.136598179437438,-0.692056288700838,0.0265876072906111,0.730424296164536,0.0164377589945927,0.382531104719616,0.275284205204409,0.251934011836785,0.482561477460009,-0.350802210884022,0.320287056619233,-0.226977839552558,0.528284842325122,0.82642024044757,0.00320274663522163,0.325641697081339,0.358512415982119,-0.582165453045396,0.0774342197971884,0.527098468772477,0.117451578002574,-0.126557821595611,0.727546512069783,0.149486390736666,0.680208302523045
"XM_022447585.1","LOC111110916","XM_022447585.1","black","crg:105323298"," uncharacterized",127,"",0.50260977996881,0.13871740534313,-0.0539735516672849,0.882276201591052,0.428424794527938,0.216721816043452,0.432313175023287,0.212120926873146,-0.140205718699699,0.699258213079876,-0.597338297770459,0.0682257737050836,0.361850671601091,0.304205311275927,0.56009408266346,0.0922070847812418,0.218730418798287,0.543769145319223,-0.283558728860755,0.427229575090052,0.220444359454409,0.540536521369815,-0.036881369338592,0.919431656102355,0.568506841819024,0.0863804455114702
"XM_022488516.1","LOC111137182","XM_022488516.1","black","crg:105331031"," trichohyalin-like",1613,"",0.498830379632298,0.142195192830218,-0.418500783593564,0.228721064302536,0.648239247741627,0.0426447496333682,0.731648839534886,0.0161674117608987,-0.0546047847240291,0.880907552615597,-0.479610118495832,0.160700606280618,0.0958471169693558,0.792249966380224,0.880412318964495,0.000772676777081289,0.515467717032829,0.12727883228565,-0.380013215893786,0.278722325779697,0.545085933717608,0.103212065498644,0.0459263441915024,0.899747755380568,0.314642026974563,0.375907898554285
"XM_022451211.1","LOC111113172","XM_022451211.1","black","crg:105337912"," death domain-containing protein 1-like",996,"GO:0003674;GO:0007165",0.497534200378416,0.143400076546719,-0.456448384367067,0.184832734005966,0.547307996901243,0.101532868544285,-0.0331706334558846,0.92751902456849,0.374605305661077,0.286184887139025,-0.401455694036193,0.250188560474674,-0.158312836316044,0.662240463397621,0.544547114316865,0.103621874505894,0.0497548474122219,0.891430306475737,-0.623912655060483,0.053881929454601,0.308426879472262,0.385916712120937,-0.279545641806979,0.43408161633189,0.334669777273706,0.344543348994435
"XM_022433128.1","LOC111100940","XM_022433128.1","black","crg:105325173"," arylsulfatase I-like",543,"GO:0003674",0.485804665976304,0.154586485808196,-0.688142873073508,0.0278176375097923,0.656523970598671,0.039210033769558,0.342105601117936,0.333249800675129,0.273536547407281,0.444435427755873,-0.241646801063588,0.501197984739693,-0.272908950191455,0.44552322056248,0.73877035310398,0.0146561930457995,0.238991167950158,0.506057685380327,-0.538981817705327,0.107914864875874,0.5339978913617,0.111852983886347,-0.123394608090874,0.734146834173633,0.0370890192306626,0.918979283466531
"XM_022484030.1","LOC111134718","XM_022484030.1","black","crg:105320170"," macrophage-expressed gene 1 protein-like",654,"",0.483953251839639,0.156398880485382,-0.633099461389787,0.0494319257006731,0.808008591218378,0.00468139399241603,0.573459945917179,0.0830632863964401,0.121132322290096,0.738876952482892,-0.509776975580087,0.132266612659213,-0.060209687082687,0.868767743034236,0.831766085248854,0.00284545111714553,0.343862532607126,0.330609563165129,-0.600209493873028,0.0665679386052053,0.491378862136808,0.149206744092126,-0.179119135083013,0.620507865190307,0.288467016242101,0.418918000552131
"XM_022448698.1","LOC111111615","XM_022448698.1","black","crg:105330402"," tripartite motif-containing protein 59-like",433,"GO:0043167",0.473217364466017,0.167160509531199,-0.304499305113128,0.39230775255274,0.433051230053033,0.21125403362119,0.332257737622313,0.348247998325172,0.138869462867723,0.702013832065741,-0.317900222382915,0.370712578529963,-0.0630527016573665,0.862619259990489,0.546251192713278,0.102329314619112,0.214230822650804,0.552291989673103,-0.412394516714624,0.236287210005145,0.311033833923341,0.381702823627942,-0.212739342485441,0.555128533885183,0.206915188735084,0.566259015932322
"XM_022477970.1","LOC111130747","XM_022477970.1","black","crg:105331059"," zinc finger CCHC domain-containing protein 9-like",268,"GO:0043167",0.465060345395698,0.175625219564286,-0.466104658178901,0.174527600872297,0.689220632651154,0.0274750845378003,0.403333709597078,0.247770310183223,0.242203111857073,0.5001824654374,-0.512481726806936,0.129881204788687,-0.0919766952193863,0.800494442979051,0.896233795629215,0.000446757061454169,0.454875150989587,0.186544834184262,-0.603813390656698,0.064524640075205,0.517137360954482,0.125837874959326,-0.109669535817642,0.762962528029581,0.392081466589133,0.262454644092387
"XM_022460730.1","LOC111120071","XM_022460730.1","black","crg:105344800"," tektin-3-like",507,"",0.460165932531302,0.180823964384857,-0.656696546434419,0.0391405391713979,0.455211538393783,0.186177973254134,0.323594887609307,0.361718281769909,0.219907011938388,0.541549174470796,0.0329884249669932,0.92791629861762,-0.375151483386938,0.285426364716816,0.671017552456238,0.0336586871667529,0.328094587685626,0.354689369343844,-0.301851691478849,0.396644669729884,0.578380267913774,0.0798504316130482,0.0811221302877436,0.82370852984108,-0.227799320823406,0.526752431287412
"XM_022487990.1","LOC111136856","XM_022487990.1","black","crg:105343134"," cytochrome b5 domain-containing protein 1-like",215,"",0.45862885760953,0.18247515884797,-0.584289310398289,0.0760994646438386,0.632871190567714,0.0495394225196063,0.454866010800221,0.186554808318348,0.204286937799953,0.571309593832484,-0.287654277895945,0.420288998159071,-0.204804927632599,0.570312847402516,0.873942479780898,0.000946231210824917,0.441921513549757,0.200995262185069,-0.469333508233189,0.171159790545296,0.582637262030605,0.0771364082844098,0.0088261703202145,0.980694256413579,0.112321235556626,0.75737370337472
"XM_022478297.1","LOC111130987","XM_022478297.1","black","crg:105337866"," probable RNA-binding protein EIF1AD",160,"GO:0005840;GO:0008135",0.454903477537943,0.186513925133428,-0.589538273060964,0.0728649534130031,0.541300412982184,0.10611297256566,0.316240328194089,0.373354884920494,0.238145991068726,0.507608458147433,-0.190785970619681,0.597517833981269,-0.235566634651704,0.512353450685831,0.719645758599303,0.0189544219555616,0.307948065679267,0.386693119978597,-0.43152084695062,0.213053841705356,0.539612178079915,0.107423088797335,-0.0146931243965964,0.967865728382071,0.0414548707522665,0.909473148109032
"XR_002637409.1",NA,NA,"black",NA,NA,NA,NA,0.454112104425801,0.187378580751885,-0.620535363503717,0.0555823456612565,0.6491585110528,0.0422540428741249,0.475123334485645,0.165218539881505,0.0671942293358277,0.853674484866738,-0.36831811879366,0.294994339611308,-0.0627610755673092,0.863249648558786,0.781392004547582,0.00760192397975564,0.419098987355133,0.227987331893888,-0.416749227033697,0.230877142056636,0.430680628429248,0.21404571690797,-0.0471184424308975,0.897156936667374,0.217967724473223,0.545210106489021
"XM_022465866.1","LOC111123494","XM_022465866.1","black","crg:105336260"," centrosomal protein of 135 kDa-like",1281,"GO:0007010;GO:0007049;GO:0022607",0.43913846121595,0.204182149788919,-0.628509096690504,0.0516236049785119,0.546112057934784,0.102434465161335,0.331616063543941,0.34923692920244,0.314882221452234,0.375523681436664,-0.0926531851132008,0.799052133329434,-0.390544543429406,0.264496648782821,0.730288060189702,0.0164680293713678,0.328078372965104,0.35471457376543,-0.464635963593544,0.176072431848163,0.58728608833007,0.0742416244659154,-0.0511364853247181,0.888430989679506,-0.112614699751997,0.756755803897172
"XM_022458558.1","LOC111118871","XM_022458558.1","black","crg:105345923"," dynein regulatory complex subunit 3-like",522,"GO:0003674",0.437086291980839,0.206550729888212,-0.641085371633557,0.0457683902293511,0.44589484631784,0.196495793723502,0.26844350969277,0.453297794416226,0.296593413471592,0.405325886640506,0.0433769668037768,0.905291219569677,-0.439285486804846,0.2040130622995,0.685696374276414,0.0286060381125151,0.356746730033303,0.311580344018282,-0.345696468239819,0.327865161780284,0.59355658536985,0.0704501681485007,0.0571207616472401,0.875455226368181,-0.228516638636378,0.525415812411517
"XM_022441839.1","LOC111106949","XM_022441839.1","black","crg:105339997"," serine/threonine-protein kinase PAK 1-like",498,"GO:0006464;GO:0006520;GO:0016301;GO:0043167",0.431759832886517,0.212772203269295,-0.238344595099517,0.507243870782798,0.439109761180385,0.204215165872645,0.64081193920274,0.0458907258019605,0.0154761050307691,0.966154127440872,-0.300220228297518,0.399328515455395,-0.0148235634335177,0.967580579395017,0.887714295331308,0.000606070891951528,0.626764104815245,0.0524734028603787,-0.254570662043638,0.477833916041827,0.595088100276698,0.0695437232234856,0.190351176408372,0.598369041060868,0.18635631798015,0.606210294778758
"XM_022442803.1","LOC111107548","XM_022442803.1","black","crg:105338108"," high mobility group protein HMGI-C-like",82,"GO:0003677;GO:0005634;GO:0005694;GO:0009058;GO:0034641",0.425076221483642,0.22072940175028,-0.342689799253469,0.332370693596398,0.568318096798905,0.0865085048027789,0.682012799599149,0.0298216611041614,-0.0585509620810295,0.872357954599707,-0.478461321755549,0.161850217835605,0.0866127961130095,0.811949450202004,0.786182873360607,0.00700065456488896,0.354368931551184,0.315047942580932,-0.396551788273661,0.256564752054184,0.0826543320273758,0.82042381542869,-0.386129934426033,0.270410366977921,0.315594093334364,0.374386102027087
"XM_022476255.1","LOC111129799","XM_022476255.1","black","crg:105328000"," calmodulin-like protein 12",484,"GO:0043167",0.423771166886581,0.222302670822231,-0.53098598953891,0.114275973647094,0.674747441877723,0.0323216051376714,0.330460928023485,0.351020770222446,0.306706387455635,0.388710066060078,-0.48580057321109,0.154590478242989,-0.183516876043668,0.611805806309647,0.908407607334892,0.000275336850582783,0.376362478291848,0.283748424154253,-0.661643709956506,0.0371834988025449,0.179065505306414,0.620614250199925,-0.463125924160988,0.177669183542672,0.363939075586905,0.301214543219998
"XM_022489693.1","LOC111137960","XM_022489693.1","black","crg:105319306"," proteoglycan 4-like",335,"",0.42276915144689,0.223514947524609,-0.455942241836559,0.185382538925168,0.215741700623025,0.549424359672559,0.277348019489914,0.437855198139762,-0.00152896289918688,0.996655401476796,0.097688399829775,0.78833425624759,-0.151851738777706,0.675378552081534,0.514934171209944,0.127741443117719,0.0496625928935399,0.891630620960966,-0.0435190533760559,0.904982162074156,0.0738213804218978,0.83939288065876,-0.088018218029725,0.808944873227478,-0.22833427858407,0.525755482934782
"XM_022469378.1","LOC111125484","XM_022469378.1","black","crg:105343207"," uncharacterized",359,"",0.42115837465643,0.225471602095283,-0.306668445126348,0.388771778742639,0.323397677132792,0.362027921572191,0.570961161746038,0.0847263163923842,-0.0579616936332879,0.873633899634254,-0.162858176294524,0.653047126092623,-0.0919157217657198,0.80062446811566,0.716462388508959,0.0197459212848664,0.473902771192088,0.166460592696507,-0.162966857301778,0.652827817627964,0.0590522050157225,0.871272820006473,-0.23763416317988,0.508548551710446,0.0267358600977566,0.941557093332366
"XM_022473536.1","LOC111128093","XM_022473536.1","black","crg:105345132"," ERC protein 2-like",425,"",0.417922619555998,0.229431487720312,-0.474892100527534,0.165453417325263,0.608797271446925,0.0617673385382872,0.512910830765851,0.129505224572149,0.216934906838897,0.54716381836134,-0.336490557341505,0.341760158072966,-0.182123837783091,0.61455762557956,0.909660809315113,0.00026097989740015,0.54556484107025,0.102848685075933,-0.489336922953556,0.151164049732691,0.619389754416239,0.0561671073949043,0.00573975318664144,0.987444703540985,0.184287149996066,0.610286072892523
"XM_022468729.1","LOC111125192","XM_022468729.1","black","crg:105338666"," SUN domain-containing ossification factor-like",1341,"",0.416617797615838,0.231039387280313,-0.325480490971035,0.358764390516477,0.599991542865041,0.0666928497748242,0.508803630600736,0.133131594870832,0.165214467079346,0.648297731909854,-0.482250090106472,0.158077422434074,-0.0382066092309099,0.916544936535455,0.917756730817647,0.000181075736123545,0.556194798604626,0.0949906345595729,-0.496533171175283,0.144334849786494,0.543232988379222,0.104625664752768,-0.00874363364312931,0.980874763596288,0.377545750539456,0.282114051143026
"XM_022488722.1","LOC111137303","XM_022488722.1","black","crg:105325626"," methyltransferase-like protein 27",246,"",0.415310720099102,0.232656441266359,-0.612718704413213,0.0596531362459497,0.386636095027495,0.269728690679099,0.317887055908468,0.370733501095952,0.110104542236229,0.762045008280152,0.0379803552148575,0.917037715712829,-0.30051927035132,0.398835924272995,0.534666110422841,0.11131982804297,0.113805014067126,0.75425082961484,-0.241552047090326,0.501371040460553,0.13538349162897,0.709217245875077,-0.251546173449654,0.483258583357213,-0.244776328816048,0.495496544093225
"XM_022487465.1","LOC111136546","XM_022487465.1","black","crg:105326090"," uncharacterized",646,"",0.414818735287933,0.233266753535565,-0.317666583692113,0.371083935658184,0.453537203979995,0.188008192863826,0.716342597158821,0.0197761443264564,-0.0202459025858682,0.955730237092474,-0.213434521674824,0.553805713662831,-0.0690443126752992,0.849683507803825,0.840773599439773,0.00230966457209986,0.589444374688262,0.072922015497881,-0.221161989500694,0.539185298142347,0.604783913174088,0.0639814996442919,0.180689890791021,0.617394784904527,0.0390907524290459,0.914619527574642
"XM_022488719.1","LOC111137302","XM_022488719.1","black","crg:105325626"," methyltransferase-like protein 27",250,"",0.411601608639142,0.237279890437479,-0.296929125708104,0.404768952730917,0.460621861491687,0.180335890208559,0.575584174827456,0.0816661864406295,-0.115047410774629,0.75163844926673,-0.466502741301443,0.174110274147477,0.164518571499107,0.649699216302406,0.818219482766115,0.00381194442023606,0.354344121889065,0.315084229176285,-0.282244307282618,0.42946829094635,-0.156404642869245,0.666112168281977,-0.419140283443565,0.22793672914667,0.38800861774013,0.267884967202673
"XM_022430679.1","LOC111099030","XM_022430679.1","black","crg:105322213"," uncharacterized",151,"",0.411518920925303,0.237383546162573,-0.596756812364282,0.0685647754089081,0.643513566392615,0.0446915547345026,0.492565525361461,0.148076375090838,0.0707991683791677,0.845900792472333,-0.324252335511885,0.360686980702468,-0.0477739119529699,0.895732758777357,0.778326198284771,0.00800535139767023,0.277770308822317,0.437128911454582,-0.398446995493053,0.254089998254302,0.480413314695527,0.15989976609187,0.0146994862537584,0.967851820834737,0.146130953375378,0.687077656494674
"XM_022430917.1","LOC111099589","XM_022430917.1","black","crg:105339949"," uncharacterized",224,"",0.409078609919619,0.240454141460158,-0.266247930965045,0.457142643220859,0.314838950692224,0.375592883423279,0.0797801892706996,0.826587393652691,0.333311444173982,0.346627137350952,-0.157296303064112,0.664302108790112,-0.261704009089934,0.465145953658979,0.699185154425033,0.0244435850137722,0.400291791224724,0.251693838714845,-0.361093681421969,0.3052932490797,0.468271794079884,0.17226288760799,0.0624603139314068,0.863899857625422,0.124184796373419,0.732496549805813
"XM_022446661.1","LOC111110249","XM_022446661.1","black","crg:105321917"," uncharacterized",294,"",0.40837737124938,0.241340597694258,-0.311387231735797,0.381133330235244,0.638691740268779,0.0468467432805661,0.751164931351296,0.0122657562953488,-0.161891396362802,0.654999052157449,-0.58397644617519,0.0762951428980796,0.281046064161647,0.431513856240516,0.818171586203179,0.00381572873991077,0.407568029989283,0.242365984272196,-0.336893556959892,0.341145699818778,0.421852735324187,0.224626952792891,0.0407617750583895,0.910981621357748,0.447788548184828,0.194372202002588
"XM_022476404.1","LOC111129889","XM_022476404.1","black","crg:105341761"," carboxypeptidase Q-like",469,"GO:0008233",0.408093622429505,0.241699812903813,-0.19744774054961,0.584531392235851,0.339763779600529,0.33678578044625,0.690592647976238,0.0270431941010843,-0.332353103979246,0.348101143510504,-0.384123344743909,0.273122006525172,0.33057377979569,0.350846294081624,0.725331945475257,0.0175957816779108,0.263070816784957,0.462732059366903,-0.0492437926348459,0.892540041431774,-0.200926965477289,0.577791028798044,-0.260754465410503,0.466826204506495,0.305681222356478,0.390379153847964
"XM_022438720.1","LOC111104651","XM_022438720.1","black","crg:105330574"," protein LKAAEAR1-like",174,"",0.402590591379287,0.248725631373074,-0.235367789850165,0.512720010049956,0.452445127916911,0.189207617312096,0.580153483785677,0.0787125504957006,-0.0972781876449049,0.789206255482042,-0.484444731432243,0.155916514676984,0.208776671722279,0.562692284532019,0.906756644072595,0.000295126259492815,0.416157359101884,0.231608292095312,-0.261959027162785,0.464695147726534,0.0332123951595955,0.927427972435954,-0.203307590865056,0.573195914802429,0.438563798328918,0.204843822273551
"XM_022484062.1","LOC111134736","XM_022484062.1","black","crg:105319506"," leucine-rich repeat and fibronectin type III domain-containing protein 1-like protein",483,"GO:0003674",0.398872368667439,0.253536373767266,-0.291866449896106,0.413206367073859,0.540136882062483,0.107014818976156,0.528563962098109,0.116248067080459,0.165679118918228,0.647362508982698,-0.404369017077952,0.246442779912598,-0.0809370607622029,0.824105447386145,0.923774295986499,0.0001346152134393,0.60910038091292,0.06160218987686,-0.440474515435698,0.202648596975373,0.580609851847135,0.0784214032743296,0.0494003874535297,0.892199984131739,0.299204922794099,0.401003133139601
"XR_002639754.1","LOC111136440","XR_002639754.1","black","crg:105327851"," serine/arginine-rich splicing factor 1A-like",228,"GO:0003674",0.398176115178804,0.254442898821789,-0.0416916784872678,0.90895781248008,0.150089804440052,0.678975202911457,0.502061512733471,0.139218651308109,-0.139528610284402,0.700654149177518,-0.186634277319895,0.605663521108983,0.135471142886088,0.709035866143735,0.708103016455655,0.0219326458147544,0.301691608308201,0.396907630280411,-0.0168962132177166,0.963050083327654,-0.0343927414261445,0.924854806472642,-0.118756875500918,0.743852174202908,0.150891045434119,0.677338895043497
"XM_022462022.1","LOC111120957","XM_022462022.1","black","crg:105325872"," uncharacterized",125,"",0.391062411718627,0.263807620702987,-0.491408673437272,0.149178283037569,0.659103984481087,0.0381797261646426,0.467154241655103,0.173428561209584,0.291002537840336,0.414654387560906,-0.355711118348164,0.313088125258616,-0.251771600604031,0.482853344516174,0.890770538267479,0.000544809364828824,0.479245480608212,0.161064969138201,-0.582637416782146,0.0771363107252515,0.578664876551401,0.0796670855859147,-0.105046800255311,0.772729072259082,0.169411777211266,0.639865847482023
"XM_022483537.1","LOC111134482","XM_022483537.1","black","crg:105343479"," eukaryotic translation initiation factor 3 subunit C-like",879,"GO:0005840;GO:0008135",0.385535559756791,0.271212046459363,-0.0160751437323499,0.964844708511982,0.336242391190315,0.342138820550607,0.309725667651032,0.383814524634575,0.0145826571824722,0.968107220113944,-0.495445667296234,0.145354575698651,0.228046584361397,0.526291534784657,0.606954412649064,0.0627776824662717,0.331724854132554,0.349069164087586,-0.291247979885102,0.414242754114517,0.303288444434682,0.394288345531269,0.030847906985545,0.932584380141118,0.525178320068192,0.1190401962232
