"","geneSymbol","TranscriptID","moduleColor","KEGG_ID","Protein_name","gene_length","GO.terms","GS.HHH","p.GS.HHH","MM.yellow","p.MM.yellow","MM.blue","p.MM.blue","MM.black","p.MM.black","MM.brown","p.MM.brown","MM.pink","p.MM.pink","MM.turquoise","p.MM.turquoise","MM.green","p.MM.green","MM.red","p.MM.red"
"XM_022475842.1","LOC111129451","XM_022475842.1","black","crg:105331717"," uncharacterized",100,"",0.39216468830011,0.0710514234723868,-0.295029887661212,0.182552999894334,0.163140552429443,0.468198803806277,0.746284364365226,6.65474157907031e-05,-0.570366710718404,0.00557597181671119,0.5182610224099,0.0134768074421612,0.0947286081580453,0.674977853690842,-0.785877072231083,1.45970520640768e-05,0.0102928074091361,0.963740278555737
"XM_022488715.1","LOC111137300","XM_022488715.1","black","crg:105331359"," prefoldin subunit 4-like",132,"GO:0006457;GO:0032991;GO:0051082",-0.391172553346321,0.0718324838165257,-0.336207385951267,0.1260575460979,-0.502925061173284,0.0170460736863857,0.687485358573185,0.000407299911449607,-0.622718867435245,0.00196598383097811,-0.00759542752711411,0.973238792984649,0.527909304777985,0.011561786136439,0.0605670650060576,0.788893552837955,-0.0550299609821035,0.807826685195718
"XM_022452966.1","LOC111114594","XM_022452966.1","black","crg:105328897"," proteasome subunit beta type-3-like",205,"GO:0005622;GO:0008233;GO:0009056;GO:0032991",-0.390969336820696,0.0719932636129086,-0.294344818628382,0.183618815928471,-0.406427551357146,0.0605190487609728,0.508939604573303,0.0155648193064258,-0.379192574790116,0.0817833638144779,0.0660395602139692,0.770293669462347,0.429280529628819,0.0461828788553828,-0.158202368410362,0.481950709147145,0.17597694342002,0.433411474378004
"XM_022475857.1","LOC111129466","XM_022475857.1","black","crg:105333509"," intraflagellar transport protein 43 homolog A-like",224,"GO:0032991",-0.384238740389981,0.0774734432617911,-0.0879852566269608,0.697013848930964,-0.375040028476382,0.0854625536645858,0.644740572822995,0.00119812618266148,-0.660073090701883,0.000829334271135984,0.502177154754305,0.017237974341345,0.590779107381458,0.00379104633222111,-0.366135895942256,0.0937657284444799,0.0843132940641465,0.709114423129574
"XM_022469507.1","LOC111125566","XM_022469507.1","black","crg:105317586"," uncharacterized",135,"",-0.380480809264559,0.0806664274380792,-0.336802477608225,0.125346517590066,-0.165627961643685,0.461348636679009,0.232230549824199,0.298349074548624,-0.158721983295237,0.480494211936715,-0.454848718258201,0.0334299764485815,0.133394553072373,0.553978614342139,0.164876008975924,0.463413999005682,-0.0609601136403871,0.787553824952529
"XM_022489606.1","LOC111137903","XM_022489606.1","black","crg:105340057"," 60S acidic ribosomal protein P2-like",113,"GO:0003735;GO:0005840;GO:0006412;GO:0042254",0.36965297965629,0.0904176308461591,-0.283907609054731,0.2003845386889,0.136141659152622,0.545770203812475,0.555674790185136,0.00725322330951044,-0.366560754244566,0.0933564857016804,0.142049173055335,0.528309506919987,-0.0817184826335483,0.717706580484499,-0.462390353899569,0.0302562306156933,0.0530200193658632,0.814725682273971
"XM_022486812.1","LOC111136161","XM_022486812.1","black","crg:105347217"," cytochrome c oxidase subunit 4 isoform 1, mitochondrial-like",228,"GO:0005622;GO:0006091;GO:0016491;GO:0022857;GO:0032991",0.367789413423338,0.0921804235906588,-0.433334902978937,0.0439417698533663,0.143775039452317,0.523258489218369,0.677625571301763,0.000530439844607317,-0.272688417471784,0.219523377304734,0.234603392463898,0.293298747523291,0.0030432271433096,0.989276144925498,-0.681987851484257,0.000472505926645665,-0.152639882701894,0.497680247133791
"XM_022483103.1","LOC111134235","XM_022483103.1","black","crg:105323470"," cytochrome b5-like",131,"GO:0003674",0.359933649084725,0.0998920845610501,-0.0970886871920791,0.667324819680813,0.242360843702709,0.277159786480319,0.469840661927731,0.0273600757737323,-0.391157596916053,0.0718443077123463,0.412055200501353,0.0567088972808636,-0.114617679239475,0.611521571124163,-0.603926225932574,0.0029171117149327,0.225504154642373,0.312954562988
"XM_022475735.1","LOC111129377","XM_022475735.1","black","crg:105341425"," dynein intermediate chain 2, ciliary-like",743,"GO:0003674",-0.355419365671661,0.104532733281605,-0.146293605555273,0.515928804909749,-0.0401669570685418,0.859136470130847,0.306201237172375,0.165767093025774,-0.488396044023138,0.021097913959704,0.195931586357895,0.382188362599914,0.208350660509831,0.352125177318785,-0.0471364660781374,0.834995177432847,-0.299007780921251,0.176447874245597
"XM_022468620.1","LOC111125126","XM_022468620.1","black","crg:105327466"," uncharacterized",242,"GO:0003735;GO:0005840;GO:0006412;GO:0042254",-0.355034614818411,0.104935430217122,-0.293031373194313,0.185674119384636,-0.186754651525222,0.405305041762816,0.316068501461098,0.15185845460863,-0.061339259995091,0.786262033146173,-0.269252193686831,0.225619262567041,0.211690045243297,0.344284180174575,-0.220980064908849,0.323017889991764,0.0613651751150382,0.786173757365367
"XR_002638921.1",NA,NA,"black",NA,NA,NA,NA,-0.354288863499098,0.105719198069691,-0.535703999909436,0.0101825552889456,-0.285582262030515,0.197627425652065,0.421352940242335,0.0508204704753075,-0.430801903204808,0.0453317506417398,0.232776773840677,0.297181780720935,0.289664776864882,0.191013713527084,-0.335867830388287,0.126464550403587,-0.0802362590959864,0.72262954793396
"XM_022453649.1","LOC111115069","XM_022453649.1","black","crg:105320253"," histidine triad nucleotide-binding protein 1-like",126,"GO:0003674",0.3523105019871,0.107819151392302,0.116566134540469,0.605438251059247,0.188439001544508,0.401005458761873,0.368429903889578,0.0915717209713627,-0.194285397833678,0.386279178791897,0.158982288669591,0.479765400627317,0.0603324744716649,0.789693442438084,-0.141976606478114,0.528522385122091,0.0650775364466838,0.77355488024634
"XM_022447072.1","LOC111110529","XM_022447072.1","black","crg:105319930"," ragulator complex protein LAMTOR5 homolog",90,"GO:0005768;GO:0008219;GO:0032991;GO:0044403",0.352157643657827,0.107982662600662,-0.276771555842318,0.21242292776709,-0.0731792811264918,0.746210746443175,0.491935863462718,0.0200459453312624,-0.330488229724167,0.133039186016849,0.376232628764498,0.0843935091715299,0.0314256428287138,0.889585208264021,-0.377453588939377,0.0833094130763774,-0.00455715984729681,0.983941837874122
"XM_022441286.1","LOC111106564","XM_022441286.1","black","crg:105333415"," uncharacterized",141,"",-0.351320628175788,0.10888122176196,-0.313052711692257,0.156019277720121,-0.515805779874681,0.0140032441376059,0.596856932113259,0.00336313416008527,-0.320092796943749,0.146428475178027,-0.181400573922099,0.419139757156805,0.495919986633275,0.01891284588157,0.0456191390604117,0.840239518473964,-0.0370064289273844,0.870125543159645
"XM_022457825.1","LOC111118384","XM_022457825.1","black","crg:105338527"," tryparedoxin-like",143,"GO:0042592",-0.349935616218336,0.110380031225343,-0.318012023586617,0.149218681627789,-0.250072590637183,0.261680792095649,0.264495992305438,0.234239095831667,-0.231859131043394,0.299144416483441,0.136369366036777,0.545092318211746,0.189692659531463,0.397821767215016,-0.209386827043579,0.349681142875316,-0.0622408418123481,0.783192433758474
"XR_002634652.1",NA,NA,"black",NA,NA,NA,NA,-0.346907540655484,0.113709162657111,-0.220029008167624,0.325157880836694,-0.457166584308927,0.0324278279593041,0.718592266964741,0.000165057552495816,-0.600871007767645,0.00310335284916247,0.266330761479207,0.230888753002231,0.656700749972912,0.00090078666358378,-0.219059445475456,0.327348249098002,0.14233115799653,0.527482670745105
"XM_022476929.1","LOC111130172","XM_022476929.1","black","crg:105331717"," uncharacterized",100,"",0.345211295786255,0.115605611435652,-0.410161938866817,0.0579695730591805,0.308512517060774,0.162432709124795,0.688681259398804,0.000394189145651532,-0.307673329576288,0.16363792577144,0.162086008447254,0.471118551053024,-0.0581295093132332,0.797214828755678,-0.696266042995848,0.000319181672832218,-0.0397820968232619,0.860473314235541
"XM_022435862.1","LOC111102916","XM_022435862.1","black","crg:105341025"," C-Myc-binding protein-like",98,"GO:0003674;GO:0005622;GO:0009058;GO:0032991;GO:0034641",-0.341274908883796,0.120094783706082,-0.420116792046811,0.0515748927405328,-0.276181759925777,0.213438987530896,0.825002388843224,2.31017996977851e-06,-0.709613350118241,0.000216736221273563,0.246052847221741,0.269678941182906,0.468732587040721,0.0277762724190082,-0.410270529657179,0.0578966897045315,-0.076902063849583,0.733742080772695
"XM_022487175.1","LOC111136368","XM_022487175.1","black","crg:105344977"," coactosin-like protein",140,"GO:0005622;GO:0008092",0.337091401860348,0.125002346203532,-0.111888264463942,0.620084822007011,0.0468398933676623,0.83601969730118,0.383158076414071,0.0783817502807617,-0.267125622122654,0.229447117408992,0.320819291094299,0.145463014832561,-0.0599435911040139,0.791019878662845,-0.491420002565041,0.020196567178224,0.246506123844529,0.268769396587913
"XM_022485984.1","LOC111135696","XM_022485984.1","black","crg:105343778"," biogenesis of lysosome-related organelles complex 1 subunit 5-like",155,"GO:0005829;GO:0031410;GO:0032991",-0.336114942761603,0.126168258701373,-0.12207839019192,0.58836564959909,-0.298502894194612,0.177214873364292,0.418564298585069,0.0525345888010431,-0.430079329925216,0.0457344590350489,-0.0519798786902133,0.818301145414567,0.341905823781001,0.119366929243719,0.264296286515194,0.234605671590261,0.0722220981717133,0.749426700122877
"XM_022458024.1",NA,NA,"black",NA,NA,NA,NA,0.333558355759912,0.129257839570887,-0.295110317174664,0.182428147479521,0.15684568552329,0.485763951970039,0.712814897864368,0.00019690199609986,-0.4081610083227,0.0593251688966463,0.291601025247817,0.187930140061972,0.0671499344604646,0.766534215515318,-0.67612679688214,0.000551702206951088,0.112434184681375,0.61836820087809
"XM_022460929.1","LOC111120199","XM_022460929.1","black","crg:105338532"," annexin A7-like",276,"GO:0008289;GO:0043167",-0.329599881836565,0.134147907404772,-0.217753831105685,0.33031172572994,-0.243624055093613,0.274585700879433,0.318265492882986,0.14887680593173,-0.103837334067882,0.645618655731573,-0.333667037624452,0.129125407357678,0.313447039498995,0.155470746798881,-0.0834246588977753,0.712053163928127,0.102901446308497,0.648612730181721
"XM_022479989.1","LOC111132211","XM_022479989.1","black","crg:105321702"," four-domain proteases inhibitor-like",103,"GO:0003674",0.327908775827145,0.136276713769565,0.0942587138508455,0.676505319384099,0.262383827594299,0.23813512042315,0.364813881056903,0.0950476419668856,-0.234157344076016,0.294244046538558,0.150859418584339,0.502767700345854,0.00791771745122795,0.972103677209816,-0.246008226326028,0.26976858263857,0.299211646475544,0.176138819558064
"XM_022461360.1","LOC111120558","XM_022461360.1","black","crg:105334808"," cysteine-rich protein 1-like",76,"",0.325822023613587,0.138936581390055,-0.209772789651152,0.348773308042726,0.335913201956409,0.126410111751409,0.615450706816673,0.00229679775686977,-0.516453619639736,0.0138627413229276,0.364952765371778,0.094912365192249,-0.0506512963877082,0.822873188990214,-0.672867820469851,0.000600470729655173,-0.0721925430504178,0.749526064054035
"XM_022454116.1","LOC111115396","XM_022454116.1","black","crg:105321169"," uncharacterized",125,"",-0.320281659227441,0.146177056522471,-0.247700244046085,0.266382589404999,-0.303995655604049,0.168993000280885,0.555628006946458,0.00725916409451288,-0.512615221486293,0.0147122113255995,0.477474957233165,0.0246256265071127,0.384879206382974,0.0769388713820568,-0.319104958709752,0.1477484856731,0.226715125022191,0.310293588077815
"XM_022456059.1","LOC111116995","XM_022456059.1","black","crg:105333041"," proteasome subunit alpha type-2-like",235,"GO:0005622;GO:0008233;GO:0009056;GO:0032991",-0.320181184729615,0.146310772971764,-0.273681809170524,0.217781620344364,-0.355387106089367,0.104566454023897,0.548077603298731,0.00827214210244869,-0.418990018343949,0.0522700652375007,0.0317959920956836,0.888291809529521,0.410242909933166,0.0579152206926801,-0.0346313002238302,0.878399171280251,-0.016310371371521,0.942569055012297
"XM_022472265.1","LOC111127192","XM_022472265.1","black","crg:105322191"," uncharacterized",114,"",-0.320119363996911,0.146393089956719,-0.395091986665298,0.0687843019365938,-0.286897967815391,0.195479321397091,0.602295536599015,0.00301531041585116,-0.274044998881921,0.217147118541745,-0.0631079548654679,0.780243123910326,0.334663607770163,0.127915585576829,-0.115361806543613,0.609195364344299,0.132203187903311,0.557555680532219
"XM_022471144.1","LOC111126464","XM_022471144.1","black","crg:105318006"," uncharacterized",154,"",-0.311198705312622,0.158616454243412,0.125055038985433,0.579232647100775,-0.128395601126326,0.569056912786498,0.450342521200136,0.0354480721871137,-0.284701740990366,0.199073886129555,0.0923906481352295,0.682589867234095,0.359234830650463,0.100600366931022,-0.206808804942402,0.355780406500732,0.352665368435787,0.107440251035601
"XR_002636896.1",NA,NA,"black",NA,NA,NA,NA,-0.311018841560832,0.158870011874647,-0.302606623731128,0.171046762454754,-0.439104024139518,0.0408998117858765,0.645292729564786,0.00118276243006756,-0.545343534039255,0.00866652691146084,0.281890661322249,0.203739431659162,0.43236253971245,0.0444713741507945,-0.0106726126633108,0.962403190464651,0.105074032224439,0.641670354127683
"XM_022471398.1","LOC111126626","XM_022471398.1","black","crg:105348977"," CCR4-NOT transcription complex subunit 9-like",303,"GO:0005622;GO:0032991;GO:0034655",-0.310438576921682,0.159689951437219,-0.48800331944655,0.02121730529471,0.00959126041715154,0.966210289482061,0.277940636427661,0.210418454826164,-0.27333374174428,0.21839085580112,-0.212673864768369,0.341993905141799,0.0486806729315961,0.829664875718153,-0.0980489679000369,0.664219979470033,-0.487818248157951,0.0212737561383397
"XM_022485721.1","LOC111135560","XM_022485721.1","black","crg:105344108"," intraflagellar transport protein 22 homolog",184,"",-0.309252909130684,0.161374520912536,-0.235467541349262,0.29147273498032,-0.500070760836966,0.0177878436618814,0.640936141998068,0.00130867080875636,-0.568830870015673,0.00573458586713784,0.288847345614985,0.192325765680941,0.59926185240622,0.00320539274795521,-0.269156308447387,0.225790945911661,0.0843068961534503,0.709135566983718
"XM_022472209.1","LOC111127149","XM_022472209.1","black","crg:105322034"," keratin, type II cytoskeletal 3-like",197,"",-0.304554297683044,0.16817184852617,-0.373884262715871,0.0865081804205048,-0.559478573665608,0.00678346555776493,0.667784957982335,0.00068389471708007,-0.275458458056689,0.21468945217677,0.0584258887346984,0.796201899423371,0.551098201225078,0.0078537503126553,-0.101920727705532,0.651755859507452,0.0646862878970684,0.77488225177475
"XM_022482199.1","LOC111133662","XM_022482199.1","black","crg:105347217"," cytochrome c oxidase subunit 4 isoform 1, mitochondrial-like",228,"GO:0005622;GO:0006091;GO:0016491;GO:0022857;GO:0032991",0.300156632586213,0.174711108656584,-0.114783327406998,0.61100342650425,-0.178312929414132,0.427233052674358,0.647081174081647,0.00113414412273578,-0.559544622702214,0.00677553684079991,0.628614482808603,0.00172811333506904,0.246948445008348,0.267883710820908,-0.354037152534776,0.105984704816371,0.240591824308419,0.280789977197289
"XM_022487084.1","LOC111136320","XM_022487084.1","black","crg:105348223"," small nuclear ribonucleoprotein G-like",77,"GO:0005634;GO:0006397;GO:0022618;GO:0032991",-0.29934365197402,0.175938901465524,-0.131995799687716,0.558179420450527,-0.132160108792279,0.557685219321698,0.320401762643966,0.146017330141983,-0.155382525037608,0.489893286025977,-0.121542548416673,0.590016222944605,0.16403465754732,0.465730532001004,-0.112327642185685,0.61870306833481,0.0561794583378922,0.803887264284139
"XM_022442456.1","LOC111107317","XM_022442456.1","black","crg:105348430"," 40S ribosomal protein S23",142,"GO:0003735;GO:0005840;GO:0006412;GO:0042254",0.298525233271654,0.177180888581768,-0.258182612095437,0.246009334465693,-0.0864962456313007,0.701912354181423,0.625859293336276,0.00183605067566306,-0.316785580816957,0.150880697415347,0.145168028797962,0.519198441496916,0.153975548996907,0.493880423572919,-0.374164134317753,0.0862541095645922,-0.00342020357617111,0.98794782720706
"XM_022479034.1","LOC111131486","XM_022479034.1","black","crg:105322681"," barrier-to-autointegration factor-like",90,"GO:0003677",0.297004405572631,0.179504782642001,-0.109223286133698,0.628492039592495,-0.12947035729962,0.565799926827626,0.296399309397025,0.18043518230193,-0.169127329378983,0.451799789123287,0.131439800300613,0.559853184650279,0.0623077039381586,0.782964912874868,-0.284595588647135,0.199248746775323,-0.0246516600012834,0.913287148505598
"XM_022461896.1","LOC111120879","XM_022461896.1","black","crg:105344819"," transcription factor BTF3 homolog 4-like",154,"",0.296907399559623,0.179653717816314,-0.127008553045338,0.573272447302479,-0.126816078331686,0.573858496658018,0.563851511791823,0.0062748309341576,-0.26782747866422,0.228179085413947,-0.0801249072425251,0.722999816235939,0.157670585563406,0.483443603968966,-0.212902973013727,0.341461848351153,0.215098226953197,0.33638863577916
"XM_022475803.1","LOC111129428","XM_022475803.1","black","crg:105341417"," NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-like",170,"",0.296067311924019,0.180947064935413,-0.318780456178387,0.148183930324519,0.00741088020704961,0.97388879740878,0.718190783341479,0.000167116327065724,-0.505583528811484,0.0163778901825992,0.574062615899889,0.00520916787505755,0.187420045408528,0.40360348513568,-0.679515988572309,0.000504626829816149,0.0556469358366245,0.805711696828497
"XM_022445844.1","LOC111109639","XM_022445844.1","black","crg:105322958"," small nuclear ribonucleoprotein F",87,"GO:0005634;GO:0006397;GO:0022618;GO:0032991",-0.295566232913704,0.181721523800315,0.0405257108441443,0.857890644436952,-0.626673505880304,0.00180357529580177,0.601386433307964,0.00307125124122097,-0.584976815942094,0.00424117807244935,0.507675890472287,0.0158670444669978,0.813915100450964,4.06557443845554e-06,-0.276021969122859,0.213714820152204,0.377646264831239,0.0831392901408799
"XM_022487523.1","LOC111136577","XM_022487523.1","black","crg:105331603"," uncharacterized",164,"",0.295279460295276,0.182165773671215,-0.140439824936207,0.533040062103621,-0.154131230127213,0.493438462209901,0.792707897302947,1.08835929692387e-05,-0.590564555145045,0.0038069476039662,0.559902697344024,0.00673268596998524,0.323139686879092,0.142409498082601,-0.499592322627439,0.0179146917629589,0.220967878534144,0.323045257075983
"XM_022483859.1","LOC111134635","XM_022483859.1","black","crg:105318421"," 39S ribosomal protein L16, mitochondrial-like",245,"GO:0003735;GO:0005840;GO:0006412;GO:0019843;GO:0042254",0.294680619892095,0.183095853399131,-0.0534995656584592,0.813078445437725,-0.128112013687547,0.569917683351465,0.517947847220326,0.0135430454713234,-0.179811738270909,0.423293952173417,0.309634704128659,0.160830730033244,0.191269059234951,0.393838490335954,-0.36289702334387,0.0969292877880371,0.259459385416878,0.243598728167919
"XM_022465839.1","LOC111123486","XM_022465839.1","black","crg:105346100"," beta-1,3-galactosyltransferase 5-like",359,"GO:0005575;GO:0006464;GO:0009058;GO:0016757",-0.293682888856296,0.184652663643005,-0.164683691888252,0.463942991865948,0.128846325357216,0.567690013635318,0.273196307686065,0.218631722549063,-0.142738762755442,0.526288569578442,-0.225230098931964,0.31355868800727,0.0272633432266577,0.904139437638128,0.0616430492815764,0.785227382325608,0.0604739427032668,0.789211049905835
"XM_022461359.1","LOC111120557","XM_022461359.1","black","crg:105339837"," 40S ribosomal protein S14",150,"GO:0003735;GO:0005840;GO:0006412;GO:0042254",0.29326268551363,0.185311024314562,-0.300096927541181,0.174801076100891,-0.152313536190818,0.498610844412919,0.76954370041013,2.82828048306455e-05,-0.531569198483357,0.0108963074305225,0.246007063546845,0.269770918863889,0.183654837729264,0.413283880660815,-0.402024220625483,0.0636343024471644,0.13349997277485,0.553662592380295
"XM_022434171.1",NA,NA,"black",NA,NA,NA,NA,0.29239549205405,0.186674772830891,-0.0502490262564586,0.824258621319888,0.259962370105111,0.242653288893355,0.394138725573625,0.0695164750475993,-0.356920171202344,0.102972739068051,0.20870366088873,0.351291427650184,0.0329172676441516,0.884377580161166,-0.296032978965221,0.181000057095669,-0.10167814942347,0.65253418876109
"XM_022445568.1","LOC111109452","XM_022445568.1","black","crg:105326855"," sulfotransferase 1C4-like",300,"GO:0003674",-0.286898702864647,0.195478125741003,-0.129323368229034,0.566244880623088,-0.152687959120729,0.497543226387192,0.489699512996474,0.0207055107193694,-0.469645582748023,0.0274329861486726,0.204078676897647,0.362306530135333,0.359580771267974,0.100249281439998,-0.381955397941476,0.0794019831344039,-0.0288347188004578,0.898641098761232
"XM_022480579.1","LOC111132762","XM_022480579.1","black","crg:105342170"," cytochrome c oxidase subunit 6A2, mitochondrial-like",131,"GO:0005739;GO:0006091;GO:0016491;GO:0022857;GO:0032991",0.285481013020184,0.197793388686874,-0.403481741775594,0.0625899142611428,-0.023493941771485,0.917345646673055,0.623052276433985,0.00195183058936014,-0.386965179611547,0.0752170003344533,0.418595342352752,0.0525152647593441,0.0266489358212785,0.906290454252921,-0.310475950927291,0.159637051551621,-0.071541725523279,0.751715073841682
"XM_022463696.1","LOC111122110","XM_022463696.1","black","crg:105347389"," caltractin-like",158,"GO:0043167",-0.284657808296665,0.199146242202905,-0.390708150379568,0.0722003067285972,0.126046223407878,0.576205174650002,0.272970995696189,0.219026984799042,-0.00509737926633208,0.982038536121541,-0.645466908030514,0.00117795082699983,-0.122653696199795,0.586595708174061,0.245166100398201,0.271463913310213,-0.228097626841123,0.307272595115372
"XM_022471372.1","LOC111126614","XM_022471372.1","black","crg:105338604"," 60S ribosomal protein L5-like",299,"GO:0003735;GO:0005840;GO:0006412;GO:0019843;GO:0042254",0.283045736664338,0.20181355284054,-0.356882399865711,0.103011789338515,0.241582552645356,0.278753259645039,0.359160660077462,0.100675758079582,-0.23746095898573,0.287287447245697,0.0507374827359575,0.822576426327971,-0.20918413081788,0.350158464668108,-0.206394964705329,0.356765228644654,-0.200000376627892,0.372183123690322
"XM_022470328.1","LOC111125990","XM_022470328.1","black","crg:105322792"," 26S proteasome complex subunit SEM1-like",79,"GO:0005622;GO:0006913;GO:0032991;GO:0065003",-0.282016851527582,0.203528434189502,-0.458106763501812,0.0320281622700685,-0.481195848027196,0.0233744460823348,0.818921301924459,3.16461733462169e-06,-0.573600495804698,0.00525390211254806,0.146066497794356,0.516587725204788,0.524306474837715,0.0122489887317691,-0.12627231341378,0.575515572060578,-0.072438227043796,0.748700194417968
"XM_022471841.1","LOC111126908","XM_022471841.1","black","crg:105343627"," cytochrome b-c1 complex subunit 8-like",96,"GO:0005622;GO:0006091;GO:0016491;GO:0032991;GO:0055085",0.280824070121509,0.205528702219561,-0.439730413846819,0.0405796925875593,0.265517323627439,0.232370216300076,0.646266404635554,0.00115607813725121,-0.286359667614785,0.196356267175698,0.0702487415444629,0.756069453945551,-0.183269915649602,0.414280610227303,-0.405944342799784,0.060855097653736,-0.246386615803428,0.269009012487702
