"","Cgigas_KEGG_IDs","Cgigas_PathwayID","Pathway_Description","Pathway_gene_list","Pathway_gene_count","gene_IDs","Gene_name"
"22","crg:105333773","crg04144","Endocytosis","105321025/105347007/105318650/105343449/105333773/105333224/105321105/105343266/105318284/105320043/105337934/105340300/105321295/105334890/105320076/105347620/105317978/105323313",18,"105333773","charged multivesicular body protein 2b"
"23","crg:105333888","crg04140","Autophagy - animal","105331792/105331753/105347687/105321629/105342014/105337064/105346575/105341231/105324844/105333888/105347620/105317978/105339057/105338680",14,"105333888","protein kinase C delta type isoform X1"
"24","crg:105334062","crg04150","mTOR signaling pathway","105331792/105347687/105321629/105337729/105334062/105342014/105321105/105332649/105335066/105346575/105325013/105324844",12,"105334062","LOW QUALITY PROTEIN: frizzled-4"
"25","crg:105334890","crg04144","Endocytosis","105321025/105347007/105318650/105343449/105333773/105333224/105321105/105343266/105318284/105320043/105337934/105340300/105321295/105334890/105320076/105347620/105317978/105323313",18,"105334890","F-actin-capping protein subunit alpha-1 isoform X1"
"26","crg:105335066","crg04150","mTOR signaling pathway","105331792/105347687/105321629/105337729/105334062/105342014/105321105/105332649/105335066/105346575/105325013/105324844",12,"105335066","calcium-dependent protein kinase C isoform X1"
"27","crg:105337064","crg04140","Autophagy - animal","105331792/105331753/105347687/105321629/105342014/105337064/105346575/105341231/105324844/105333888/105347620/105317978/105339057/105338680",14,"105337064","ras-related protein Rab-39B"
"28","crg:105337729","crg04150","mTOR signaling pathway","105331792/105347687/105321629/105337729/105334062/105342014/105321105/105332649/105335066/105346575/105325013/105324844",12,"105337729","protein Wnt-7b isoform X1"
"29","crg:105337934","crg04144","Endocytosis","105321025/105347007/105318650/105343449/105333773/105333224/105321105/105343266/105318284/105320043/105337934/105340300/105321295/105334890/105320076/105347620/105317978/105323313",18,"105337934","vacuolar protein sorting-associated protein 37A"
"30","crg:105338680","crg04140","Autophagy - animal","105331792/105331753/105347687/105321629/105342014/105337064/105346575/105341231/105324844/105333888/105347620/105317978/105339057/105338680",14,"105338680","putative Ras-related protein Rab-33"
"31","crg:105339057","crg04140","Autophagy - animal","105331792/105331753/105347687/105321629/105342014/105337064/105346575/105341231/105324844/105333888/105347620/105317978/105339057/105338680",14,"105339057","eukaryotic translation initiation factor 2 subunit 1"
"32","crg:105340300","crg04144","Endocytosis","105321025/105347007/105318650/105343449/105333773/105333224/105321105/105343266/105318284/105320043/105337934/105340300/105321295/105334890/105320076/105347620/105317978/105323313",18,"105340300","E3 ubiquitin-protein ligase SMURF2"
"33","crg:105341231","crg04140","Autophagy - animal","105331792/105331753/105347687/105321629/105342014/105337064/105346575/105341231/105324844/105333888/105347620/105317978/105339057/105338680",14,"105341231","serine/threonine-protein phosphatase 2A catalytic subunit beta isoform"
"34","crg:105342014","crg04140","Autophagy - animal","105331792/105331753/105347687/105321629/105342014/105337064/105346575/105341231/105324844/105333888/105347620/105317978/105339057/105338680",14,"105342014","GTPase HRas"
"35","crg:105342014","crg04150","mTOR signaling pathway","105331792/105347687/105321629/105337729/105334062/105342014/105321105/105332649/105335066/105346575/105325013/105324844",12,"105342014","GTPase HRas"
"36","crg:105343266","crg04144","Endocytosis","105321025/105347007/105318650/105343449/105333773/105333224/105321105/105343266/105318284/105320043/105337934/105340300/105321295/105334890/105320076/105347620/105317978/105323313",18,"105343266","EH domain-containing protein 3"
"37","crg:105343449","crg04144","Endocytosis","105321025/105347007/105318650/105343449/105333773/105333224/105321105/105343266/105318284/105320043/105337934/105340300/105321295/105334890/105320076/105347620/105317978/105323313",18,"105343449","NEDD4-like E3 ubiquitin-protein ligase WWP1 isoform X3"
"38","crg:105346575","crg04150","mTOR signaling pathway","105331792/105347687/105321629/105337729/105334062/105342014/105321105/105332649/105335066/105346575/105325013/105324844",12,"105346575","phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform-like isoform X1"
"39","crg:105346575","crg04140","Autophagy - animal","105331792/105331753/105347687/105321629/105342014/105337064/105346575/105341231/105324844/105333888/105347620/105317978/105339057/105338680",14,"105346575","phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform-like isoform X1"
"40","crg:105347007","crg04144","Endocytosis","105321025/105347007/105318650/105343449/105333773/105333224/105321105/105343266/105318284/105320043/105337934/105340300/105321295/105334890/105320076/105347620/105317978/105323313",18,"105347007","ras-related protein Rab-35"
"41","crg:105347620","crg04140","Autophagy - animal","105331792/105331753/105347687/105321629/105342014/105337064/105346575/105341231/105324844/105333888/105347620/105317978/105339057/105338680",14,"105347620","ras-related protein rab7"
"42","crg:105347620","crg04144","Endocytosis","105321025/105347007/105318650/105343449/105333773/105333224/105321105/105343266/105318284/105320043/105337934/105340300/105321295/105334890/105320076/105347620/105317978/105323313",18,"105347620","ras-related protein rab7"
"43","crg:105347687","crg04150","mTOR signaling pathway","105331792/105347687/105321629/105337729/105334062/105342014/105321105/105332649/105335066/105346575/105325013/105324844",12,"105347687","insulin-like peptide"
"44","crg:105347687","crg04140","Autophagy - animal","105331792/105331753/105347687/105321629/105342014/105337064/105346575/105341231/105324844/105333888/105347620/105317978/105339057/105338680",14,"105347687","insulin-like peptide"
