"Day","moduleColor","GO_term","GO_ID","ontology","pvalue","Gene_count","Gene_ratio","Transcript_ID","geneSymbol","Protein_name"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022461359.1","LOC111120557"," 40S ribosomal protein S14"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022474258.1","LOC111128580"," 40S ribosomal protein S15-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022457754.1","LOC111118348"," 40S ribosomal protein S15Aa"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022472901.1","LOC111127638"," 40S ribosomal protein S16"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022477790.1","LOC111130625"," 40S ribosomal protein S17-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022473375.1","LOC111128009"," 40S ribosomal protein S17-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022470798.1","LOC111126281"," 40S ribosomal protein S18"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022471799.1","LOC111126883"," 40S ribosomal protein S19-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022462052.1","LOC111120976"," 40S ribosomal protein S2"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022458026.1","LOC111118510"," 40S ribosomal protein S20"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022462214.1","LOC111121088"," 40S ribosomal protein S21-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022442456.1","LOC111107317"," 40S ribosomal protein S23"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022441163.1","LOC111106468"," 40S ribosomal protein S23"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022468822.1","LOC111125240"," 40S ribosomal protein S26-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022454936.1","LOC111115985"," 40S ribosomal protein S27-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022453248.1","LOC111114778"," 40S ribosomal protein S27-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022470475.1","LOC111126078"," 40S ribosomal protein S3"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022471167.1","LOC111126482"," 40S ribosomal protein S3"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022470538.1","LOC111126128"," 40S ribosomal protein S3a-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022438304.1","LOC111104388"," 40S ribosomal protein S4-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022435081.1","LOC111102380"," 40S ribosomal protein S4-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022478004.1","LOC111130771"," 40S ribosomal protein S6-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022477001.1","LOC111130218"," 40S ribosomal protein S6-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022463302.1","LOC111121848"," 40S ribosomal protein S7-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022484792.1","LOC111135077"," 40S ribosomal protein S8-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022457442.1","LOC111118126"," 40S ribosomal protein S9"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022489606.1","LOC111137903"," 60S acidic ribosomal protein P2-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022460564.1","LOC111119970"," 60S ribosomal protein L10-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022460201.1","LOC111119745"," 60S ribosomal protein L10-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022475787.1","LOC111129410"," 60S ribosomal protein L11-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022458920.1","LOC111119071"," 60S ribosomal protein L12-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022486262.1","LOC111135849"," 60S ribosomal protein L13-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022436139.1","LOC111103110"," 60S ribosomal protein L13a-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022436230.1","LOC111103170"," 60S ribosomal protein L13a-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022486934.1","LOC111136230"," 60S ribosomal protein L14-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022482338.1","LOC111133720"," 60S ribosomal protein L14-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022474462.1","LOC111128694"," 60S ribosomal protein L17-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022474564.1","LOC111128745"," 60S ribosomal protein L17-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022440951.1","LOC111106322"," 60S ribosomal protein L18a-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022468134.1","LOC111124874"," 60S ribosomal protein L19-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022464806.1","LOC111122819"," 60S ribosomal protein L21-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022487604.1","LOC111136624"," 60S ribosomal protein L22-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022457419.1","LOC111118104"," 60S ribosomal protein L23"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022480834.1","LOC111132903"," 60S ribosomal protein L23a-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022487266.1","LOC111136425"," 60S ribosomal protein L26-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022448430.1","LOC111111438"," 60S ribosomal protein L27"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022460725.1","LOC111120067"," 60S ribosomal protein L27a-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022470420.1","LOC111126040"," 60S ribosomal protein L28-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022460790.1","LOC111120109"," 60S ribosomal protein L3-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022462075.1","LOC111120994"," 60S ribosomal protein L3-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022485315.1","LOC111135345"," 60S ribosomal protein L30-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022434060.1","LOC111101507"," 60S ribosomal protein L32-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022460338.1","LOC111119826"," 60S ribosomal protein L34-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022458870.1","LOC111119059"," 60S ribosomal protein L34-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022472613.1","LOC111127437"," 60S ribosomal protein L35-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022434493.1","LOC111101860"," 60S ribosomal protein L35a-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022477814.1","LOC111130646"," 60S ribosomal protein L36-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022478379.1","LOC111131049"," 60S ribosomal protein L36-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022453757.1","LOC111115132"," 60S ribosomal protein L37a"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022452991.1","LOC111114610"," 60S ribosomal protein L37a"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022439982.1","LOC111105616"," 60S ribosomal protein L44-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022435531.1","LOC111102683"," 60S ribosomal protein L44-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022471372.1","LOC111126614"," 60S ribosomal protein L5-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022488340.1","LOC111137089"," 60S ribosomal protein L8-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022472493.1","LOC111127354"," 60S ribosomal protein L9-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022465789.1","LOC111123463"," 60S ribosomal protein L9-like"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022461471.1","LOC111120619"," probable 60S ribosomal protein L37-A"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022478636.1","LOC111131216"," ubiquitin-40S ribosomal protein S27a"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022464403.1","LOC111122600"," ubiquitin-60S ribosomal protein L40"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022473887.1","LOC111128317"," ubiquitin-like protein FUBI"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022479294.1","LOC111131662"," ubiquitin-like protein FUBI"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022468620.1","LOC111125126"," uncharacterized"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022465356.1","LOC111123188"," uncharacterized"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022467108.1","LOC111124252"," uncharacterized"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022463006.1","LOC111121650"," uncharacterized"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022468033.1","LOC111124824"," uncharacterized"
"Day2","black","translation","GO:0006412","BP",2.40081862133008e-109,89,0.322463768115942,"XM_022467115.1","LOC111124261"," uncharacterized"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022443630.1","LOC111108088"," 28S ribosomal protein S14, mitochondrial-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022478229.1","LOC111130939"," 28S ribosomal protein S16, mitochondrial-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022477994.1","LOC111130763"," 39S ribosomal protein L11, mitochondrial-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022489278.1","LOC111137692"," 39S ribosomal protein L12, mitochondrial-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022474388.1","LOC111128646"," 39S ribosomal protein L14, mitochondrial-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022483859.1","LOC111134635"," 39S ribosomal protein L16, mitochondrial-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022489090.1","LOC111137581"," 39S ribosomal protein L18, mitochondrial-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022481325.1","LOC111133190"," 39S ribosomal protein L23, mitochondrial-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022444817.1","LOC111108756"," 39S ribosomal protein L46, mitochondrial-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022452387.1","LOC111114067"," 40S ribosomal protein S11-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022457605.1","LOC111118248"," 40S ribosomal protein S12-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022432795.1","LOC111100708"," 40S ribosomal protein S13-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022461359.1","LOC111120557"," 40S ribosomal protein S14"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022474258.1","LOC111128580"," 40S ribosomal protein S15-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022457754.1","LOC111118348"," 40S ribosomal protein S15Aa"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022472901.1","LOC111127638"," 40S ribosomal protein S16"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022477790.1","LOC111130625"," 40S ribosomal protein S17-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022473375.1","LOC111128009"," 40S ribosomal protein S17-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022470798.1","LOC111126281"," 40S ribosomal protein S18"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022471799.1","LOC111126883"," 40S ribosomal protein S19-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022462052.1","LOC111120976"," 40S ribosomal protein S2"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022458026.1","LOC111118510"," 40S ribosomal protein S20"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022462214.1","LOC111121088"," 40S ribosomal protein S21-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022441163.1","LOC111106468"," 40S ribosomal protein S23"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022442456.1","LOC111107317"," 40S ribosomal protein S23"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022468822.1","LOC111125240"," 40S ribosomal protein S26-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022454936.1","LOC111115985"," 40S ribosomal protein S27-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022453248.1","LOC111114778"," 40S ribosomal protein S27-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022470475.1","LOC111126078"," 40S ribosomal protein S3"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022471167.1","LOC111126482"," 40S ribosomal protein S3"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022470538.1","LOC111126128"," 40S ribosomal protein S3a-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022438304.1","LOC111104388"," 40S ribosomal protein S4-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022435081.1","LOC111102380"," 40S ribosomal protein S4-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022478004.1","LOC111130771"," 40S ribosomal protein S6-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022477001.1","LOC111130218"," 40S ribosomal protein S6-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022463302.1","LOC111121848"," 40S ribosomal protein S7-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022484792.1","LOC111135077"," 40S ribosomal protein S8-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022457442.1","LOC111118126"," 40S ribosomal protein S9"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022489606.1","LOC111137903"," 60S acidic ribosomal protein P2-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022460564.1","LOC111119970"," 60S ribosomal protein L10-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022460201.1","LOC111119745"," 60S ribosomal protein L10-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022475787.1","LOC111129410"," 60S ribosomal protein L11-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022458920.1","LOC111119071"," 60S ribosomal protein L12-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022486262.1","LOC111135849"," 60S ribosomal protein L13-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022436139.1","LOC111103110"," 60S ribosomal protein L13a-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022436230.1","LOC111103170"," 60S ribosomal protein L13a-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022486934.1","LOC111136230"," 60S ribosomal protein L14-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022482338.1","LOC111133720"," 60S ribosomal protein L14-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022474564.1","LOC111128745"," 60S ribosomal protein L17-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022474462.1","LOC111128694"," 60S ribosomal protein L17-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022440951.1","LOC111106322"," 60S ribosomal protein L18a-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022468134.1","LOC111124874"," 60S ribosomal protein L19-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022464806.1","LOC111122819"," 60S ribosomal protein L21-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022487604.1","LOC111136624"," 60S ribosomal protein L22-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022457419.1","LOC111118104"," 60S ribosomal protein L23"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022480834.1","LOC111132903"," 60S ribosomal protein L23a-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022487266.1","LOC111136425"," 60S ribosomal protein L26-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022448430.1","LOC111111438"," 60S ribosomal protein L27"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022460725.1","LOC111120067"," 60S ribosomal protein L27a-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022470420.1","LOC111126040"," 60S ribosomal protein L28-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022462075.1","LOC111120994"," 60S ribosomal protein L3-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022460790.1","LOC111120109"," 60S ribosomal protein L3-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022485315.1","LOC111135345"," 60S ribosomal protein L30-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022434060.1","LOC111101507"," 60S ribosomal protein L32-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022460338.1","LOC111119826"," 60S ribosomal protein L34-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022458870.1","LOC111119059"," 60S ribosomal protein L34-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022472613.1","LOC111127437"," 60S ribosomal protein L35-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022434493.1","LOC111101860"," 60S ribosomal protein L35a-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022477814.1","LOC111130646"," 60S ribosomal protein L36-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022478379.1","LOC111131049"," 60S ribosomal protein L36-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022453757.1","LOC111115132"," 60S ribosomal protein L37a"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022452991.1","LOC111114610"," 60S ribosomal protein L37a"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022435531.1","LOC111102683"," 60S ribosomal protein L44-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022439982.1","LOC111105616"," 60S ribosomal protein L44-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022471372.1","LOC111126614"," 60S ribosomal protein L5-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022469114.1","LOC111125367"," 60S ribosomal protein L7a-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022488340.1","LOC111137089"," 60S ribosomal protein L8-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022465789.1","LOC111123463"," 60S ribosomal protein L9-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022472493.1","LOC111127354"," 60S ribosomal protein L9-like"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022485300.1","LOC111135336"," H/ACA ribonucleoprotein complex subunit 2-like protein"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022461471.1","LOC111120619"," probable 60S ribosomal protein L37-A"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022478636.1","LOC111131216"," ubiquitin-40S ribosomal protein S27a"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022464403.1","LOC111122600"," ubiquitin-60S ribosomal protein L40"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022473887.1","LOC111128317"," ubiquitin-like protein FUBI"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022479294.1","LOC111131662"," ubiquitin-like protein FUBI"
"Day2","black","ribosome biogenesis","GO:0042254","BP",6.38114866230137e-109,90,0.357142857142857,"XM_022467115.1","LOC111124261"," uncharacterized"
