"","Cgigas_KEGG_IDs","Cgigas_PathwayID","Pathway_Description","Pathway_gene_list","Pathway_gene_count","gene_IDs","Gene_name"
"35","crg:105332191","crg03010","Ribosome","105332191/105318421/105318712/105347828/105329912/105324897/105331823/105342397/105325785/105320386/105323167/105319364/105318128/105335782",14,"105332191","40S ribosomal protein S2"
"36","crg:105332217","crg00190","Oxidative phosphorylation","105321566/105336649/105332292/105346116/105324755/105347217/105347858/105341417/105332217/105319097/105342170/105331743/105332143/105333576/105322557/105345750/105318401/105343349/105345448/105318424",20,"105332217","NADH-ubiquinone oxidoreductase 20 kDa subunit"
"37","crg:105332292","crg00190","Oxidative phosphorylation","105321566/105336649/105332292/105346116/105324755/105347217/105347858/105341417/105332217/105319097/105342170/105331743/105332143/105333576/105322557/105345750/105318401/105343349/105345448/105318424",20,"105332292","cytochrome c1, heme protein, mitochondrial"
"38","crg:105332776","crg04142","Lysosome","105340688/105321566/105340686/105333177/105331753/105320698/105320763/105330701/105328916/105340323/105346653/105342463/105346019/105318616/105332776/105332781/105344281/105318065",18,"105332776","lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog"
"39","crg:105332781","crg04142","Lysosome","105340688/105321566/105340686/105333177/105331753/105320698/105320763/105330701/105328916/105340323/105346653/105342463/105346019/105318616/105332776/105332781/105344281/105318065",18,"105332781","LITAF domain-containing protein"
"40","crg:105333177","crg04142","Lysosome","105340688/105321566/105340686/105333177/105331753/105320698/105320763/105330701/105328916/105340323/105346653/105342463/105346019/105318616/105332776/105332781/105344281/105318065",18,"105333177","uncharacterized protein LOC105333177"
"41","crg:105333576","crg00190","Oxidative phosphorylation","105321566/105336649/105332292/105346116/105324755/105347217/105347858/105341417/105332217/105319097/105342170/105331743/105332143/105333576/105322557/105345750/105318401/105343349/105345448/105318424",20,"105333576","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10"
"42","crg:105333651","crg04144","Endocytosis","105325532/105336965/105348304/105348305/105334510/105334234/105334311/105318344/105342463/105325264/105324517/105331012/105333651",13,"105333651","stromal membrane-associated protein 1 isoform X1"
"43","crg:105333818","crg03040","Spliceosome","105343163/105330935/105341528/105348304/105348305/105334510/105334234/105347056/105327851/105333818/105335725/105320117/105348805",13,"105333818","ATP-dependent RNA helicase dbp2"
"44","crg:105334234","crg03040","Spliceosome","105343163/105330935/105341528/105348304/105348305/105334510/105334234/105347056/105327851/105333818/105335725/105320117/105348805",13,"105334234","heat shock protein 70 B2"
"45","crg:105334234","crg04144","Endocytosis","105325532/105336965/105348304/105348305/105334510/105334234/105334311/105318344/105342463/105325264/105324517/105331012/105333651",13,"105334234","heat shock protein 70 B2"
"46","crg:105334311","crg04144","Endocytosis","105325532/105336965/105348304/105348305/105334510/105334234/105334311/105318344/105342463/105325264/105324517/105331012/105333651",13,"105334311","ras-related protein Rab-11A"
"47","crg:105334510","crg03040","Spliceosome","105343163/105330935/105341528/105348304/105348305/105334510/105334234/105347056/105327851/105333818/105335725/105320117/105348805",13,"105334510","heat shock protein 68"
"48","crg:105334510","crg04144","Endocytosis","105325532/105336965/105348304/105348305/105334510/105334234/105334311/105318344/105342463/105325264/105324517/105331012/105333651",13,"105334510","heat shock protein 68"
"49","crg:105335725","crg03040","Spliceosome","105343163/105330935/105341528/105348304/105348305/105334510/105334234/105347056/105327851/105333818/105335725/105320117/105348805",13,"105335725","pre-mRNA-splicing factor 38B isoform X1"
"50","crg:105335782","crg03010","Ribosome","105332191/105318421/105318712/105347828/105329912/105324897/105331823/105342397/105325785/105320386/105323167/105319364/105318128/105335782",14,"105335782","40S ribosomal protein SA"
"51","crg:105336649","crg00190","Oxidative phosphorylation","105321566/105336649/105332292/105346116/105324755/105347217/105347858/105341417/105332217/105319097/105342170/105331743/105332143/105333576/105322557/105345750/105318401/105343349/105345448/105318424",20,"105336649","cytochrome b-c1 complex subunit 6, mitochondrial"
"52","crg:105336965","crg04144","Endocytosis","105325532/105336965/105348304/105348305/105334510/105334234/105334311/105318344/105342463/105325264/105324517/105331012/105333651",13,"105336965","disabled homolog 1 isoform X1"
"53","crg:105340323","crg04142","Lysosome","105340688/105321566/105340686/105333177/105331753/105320698/105320763/105330701/105328916/105340323/105346653/105342463/105346019/105318616/105332776/105332781/105344281/105318065",18,"105340323","lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog isoform X1"
"54","crg:105340686","crg04142","Lysosome","105340688/105321566/105340686/105333177/105331753/105320698/105320763/105330701/105328916/105340323/105346653/105342463/105346019/105318616/105332776/105332781/105344281/105318065",18,"105340686","NPC intracellular cholesterol transporter 2"
"55","crg:105340688","crg04142","Lysosome","105340688/105321566/105340686/105333177/105331753/105320698/105320763/105330701/105328916/105340323/105346653/105342463/105346019/105318616/105332776/105332781/105344281/105318065",18,"105340688","NPC intracellular cholesterol transporter 2"
"56","crg:105341417","crg00190","Oxidative phosphorylation","105321566/105336649/105332292/105346116/105324755/105347217/105347858/105341417/105332217/105319097/105342170/105331743/105332143/105333576/105322557/105345750/105318401/105343349/105345448/105318424",20,"105341417","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13"
"57","crg:105341528","crg03040","Spliceosome","105343163/105330935/105341528/105348304/105348305/105334510/105334234/105347056/105327851/105333818/105335725/105320117/105348805",13,"105341528","heterogeneous nuclear ribonucleoprotein C-like 3"
"58","crg:105342170","crg00190","Oxidative phosphorylation","105321566/105336649/105332292/105346116/105324755/105347217/105347858/105341417/105332217/105319097/105342170/105331743/105332143/105333576/105322557/105345750/105318401/105343349/105345448/105318424",20,"105342170","cytochrome c oxidase subunit 6A, mitochondrial"
"59","crg:105342397","crg03010","Ribosome","105332191/105318421/105318712/105347828/105329912/105324897/105331823/105342397/105325785/105320386/105323167/105319364/105318128/105335782",14,"105342397","ubiquitin-40S ribosomal protein S27a"
"60","crg:105342463","crg04142","Lysosome","105340688/105321566/105340686/105333177/105331753/105320698/105320763/105330701/105328916/105340323/105346653/105342463/105346019/105318616/105332776/105332781/105344281/105318065",18,"105342463","clathrin light chain A isoform X1"
"61","crg:105342463","crg04144","Endocytosis","105325532/105336965/105348304/105348305/105334510/105334234/105334311/105318344/105342463/105325264/105324517/105331012/105333651",13,"105342463","clathrin light chain A isoform X1"
"62","crg:105343163","crg03040","Spliceosome","105343163/105330935/105341528/105348304/105348305/105334510/105334234/105347056/105327851/105333818/105335725/105320117/105348805",13,"105343163","pre-mRNA-processing factor 19"
"63","crg:105343349","crg00190","Oxidative phosphorylation","105321566/105336649/105332292/105346116/105324755/105347217/105347858/105341417/105332217/105319097/105342170/105331743/105332143/105333576/105322557/105345750/105318401/105343349/105345448/105318424",20,"105343349","ATP synthase subunit delta, mitochondrial"
"64","crg:105344281","crg04142","Lysosome","105340688/105321566/105340686/105333177/105331753/105320698/105320763/105330701/105328916/105340323/105346653/105342463/105346019/105318616/105332776/105332781/105344281/105318065",18,"105344281","AP-1 complex subunit sigma-2 isoform X1"
"65","crg:105345448","crg00190","Oxidative phosphorylation","105321566/105336649/105332292/105346116/105324755/105347217/105347858/105341417/105332217/105319097/105342170/105331743/105332143/105333576/105322557/105345750/105318401/105343349/105345448/105318424",20,"105345448","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7"
"66","crg:105345750","crg00190","Oxidative phosphorylation","105321566/105336649/105332292/105346116/105324755/105347217/105347858/105341417/105332217/105319097/105342170/105331743/105332143/105333576/105322557/105345750/105318401/105343349/105345448/105318424",20,"105345750","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial"
"67","crg:105346019","crg04142","Lysosome","105340688/105321566/105340686/105333177/105331753/105320698/105320763/105330701/105328916/105340323/105346653/105342463/105346019/105318616/105332776/105332781/105344281/105318065",18,"105346019","ganglioside GM2 activator"
"68","crg:105346116","crg00190","Oxidative phosphorylation","105321566/105336649/105332292/105346116/105324755/105347217/105347858/105341417/105332217/105319097/105342170/105331743/105332143/105333576/105322557/105345750/105318401/105343349/105345448/105318424",20,"105346116","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial"
"69","crg:105346653","crg04142","Lysosome","105340688/105321566/105340686/105333177/105331753/105320698/105320763/105330701/105328916/105340323/105346653/105342463/105346019/105318616/105332776/105332781/105344281/105318065",18,"105346653","ganglioside GM2 activator"
"70","crg:105347056","crg03040","Spliceosome","105343163/105330935/105341528/105348304/105348305/105334510/105334234/105347056/105327851/105333818/105335725/105320117/105348805",13,"105347056","pre-mRNA-splicing factor RBM22"
"71","crg:105347217","crg00190","Oxidative phosphorylation","105321566/105336649/105332292/105346116/105324755/105347217/105347858/105341417/105332217/105319097/105342170/105331743/105332143/105333576/105322557/105345750/105318401/105343349/105345448/105318424",20,"105347217","cytochrome c oxidase subunit 4 isoform 1, mitochondrial"
"72","crg:105347828","crg03010","Ribosome","105332191/105318421/105318712/105347828/105329912/105324897/105331823/105342397/105325785/105320386/105323167/105319364/105318128/105335782",14,"105347828","Rps5; 40S ribosomal protein S5"
"73","crg:105347858","crg00190","Oxidative phosphorylation","105321566/105336649/105332292/105346116/105324755/105347217/105347858/105341417/105332217/105319097/105342170/105331743/105332143/105333576/105322557/105345750/105318401/105343349/105345448/105318424",20,"105347858","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial"
"74","crg:105348304","crg03040","Spliceosome","105343163/105330935/105341528/105348304/105348305/105334510/105334234/105347056/105327851/105333818/105335725/105320117/105348805",13,"105348304","heat shock protein 68"
"75","crg:105348304","crg04144","Endocytosis","105325532/105336965/105348304/105348305/105334510/105334234/105334311/105318344/105342463/105325264/105324517/105331012/105333651",13,"105348304","heat shock protein 68"
"76","crg:105348305","crg03040","Spliceosome","105343163/105330935/105341528/105348304/105348305/105334510/105334234/105347056/105327851/105333818/105335725/105320117/105348805",13,"105348305","heat shock protein 68-like"
"77","crg:105348305","crg04144","Endocytosis","105325532/105336965/105348304/105348305/105334510/105334234/105334311/105318344/105342463/105325264/105324517/105331012/105333651",13,"105348305","heat shock protein 68-like"
"78","crg:105348805","crg03040","Spliceosome","105343163/105330935/105341528/105348304/105348305/105334510/105334234/105347056/105327851/105333818/105335725/105320117/105348805",13,"105348805","NHP2-like protein 1"
