"","Cgigas_KEGGID","time_point","module","KEGGID_pathway","Log_pvalue_adj","Rich_factor","Description","Cvirginica_GeneID","Cvirginica_Protein_name"
"28","crg:105341388","Day 22 spat","salmon","crg04141",2.26,0.065,"Protein processing in endoplasmic reticulum","LOC111115975"," protein disulfide-isomerase A6-like"
"29","crg:105342515","Day 22 spat","salmon","crg04141",2.26,0.065,"Protein processing in endoplasmic reticulum","LOC111108423"," dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1-like"
"30","crg:105345989","Day 22 spat","salmon","crg04141",2.26,0.065,"Protein processing in endoplasmic reticulum","LOC111129671"," heat shock protein 83-like"
"31","crg:105345989","Day 22 spat","salmon","crg04141",2.26,0.065,"Protein processing in endoplasmic reticulum","LOC111129841"," heat shock protein HSP 90-beta-like"
"32","crg:105346349","Day 22 spat","salmon","crg04141",2.26,0.065,"Protein processing in endoplasmic reticulum","LOC111128545"," protein disulfide-isomerase A3-like"
"33","crg:105346349","Day 22 spat","salmon","crg04141",2.26,0.065,"Protein processing in endoplasmic reticulum","LOC111128544"," protein disulfide-isomerase A3-like"
"34","crg:105337540","Day 22 spat","salmon","crg00513",1.35,0.038,"Various types of N-glycan biosynthesis","LOC111103552"," dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2-like"
"35","crg:105340372","Day 22 spat","salmon","crg00513",1.35,0.038,"Various types of N-glycan biosynthesis","LOC111126736"," oligosaccharyltransferase complex subunit OSTC-like"
"36","crg:105342515","Day 22 spat","salmon","crg00513",1.35,0.038,"Various types of N-glycan biosynthesis","LOC111108423"," dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1-like"
"37","crg:105335489","Day 22 spat","tan","crg04814",1.53,0.034,"Motor proteins","LOC111130257"," tropomyosin"
"38","crg:105335489","Day 22 spat","tan","crg04814",1.53,0.034,"Motor proteins","LOC111128702"," tropomyosin-2-like"
"39","crg:105335713","Day 22 spat","tan","crg04814",1.53,0.034,"Motor proteins","LOC111125973"," actin, adductor muscle"
"40","crg:105335713","Day 22 spat","tan","crg04814",1.53,0.034,"Motor proteins","LOC111120309"," actin, adductor muscle-like"
"41","crg:105339571","Day 22 spat","tan","crg04814",1.53,0.034,"Motor proteins","LOC111128364"," kinesin-like protein KIF26B"
"42","crg:105348570","Day 22 spat","tan","crg04814",1.53,0.034,"Motor proteins","LOC111132450"," troponin T-like"
"43","crg:105348570","Day 22 spat","tan","crg04814",1.53,0.034,"Motor proteins","LOC111131563"," troponin T-like"
"44","crg:105317506","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111114067"," 40S ribosomal protein S11-like"
"45","crg:105319021","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111132297"," 60S ribosomal protein L15-like"
"46","crg:105319282","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111119826"," 60S ribosomal protein L34-like"
"47","crg:105319282","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111119059"," 60S ribosomal protein L34-like"
"48","crg:105319364","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111130039"," 60S acidic ribosomal protein P0-like"
"49","crg:105319364","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111116477"," 60S acidic ribosomal protein P0-like"
"50","crg:105319573","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111115132"," 60S ribosomal protein L37a"
"51","crg:105319573","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111114610"," 60S ribosomal protein L37a"
"52","crg:105319797","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111118983"," 40S ribosomal protein S7-like"
"53","crg:105319797","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111121848"," 40S ribosomal protein S7-like"
"54","crg:105320864","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111131668"," probable ribosome biogenesis protein RLP24"
"55","crg:105321548","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111124252"," uncharacterized"
"56","crg:105321548","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111124261"," uncharacterized"
"57","crg:105324627","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111120067"," 60S ribosomal protein L27a-like"
"58","crg:105325638","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111136425"," 60S ribosomal protein L26-like"
"59","crg:105326418","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111118104"," 60S ribosomal protein L23"
"60","crg:105326463","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111106322"," 60S ribosomal protein L18a-like"
"61","crg:105326463","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111106383"," 60S ribosomal protein L18a-like"
"62","crg:105328963","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111120619"," probable 60S ribosomal protein L37-A"
"63","crg:105330605","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111135345"," 60S ribosomal protein L30-like"
"64","crg:105331157","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111118348"," 40S ribosomal protein S15Aa"
"65","crg:105332215","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111128580"," 40S ribosomal protein S15-like"
"66","crg:105332844","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111133720"," 60S ribosomal protein L14-like"
"67","crg:105332844","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111136230"," 60S ribosomal protein L14-like"
"68","crg:105333469","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111101860"," 60S ribosomal protein L35a-like"
"69","crg:105335841","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111122600"," ubiquitin-60S ribosomal protein L40"
"70","crg:105335873","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111126078"," 40S ribosomal protein S3"
"71","crg:105335873","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111126482"," 40S ribosomal protein S3"
"72","crg:105336480","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111119745"," 60S ribosomal protein L10-like"
"73","crg:105336480","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111119970"," 60S ribosomal protein L10-like"
"74","crg:105337115","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111101507"," 60S ribosomal protein L32-like"
"75","crg:105337746","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111135849"," 60S ribosomal protein L13-like"
"76","crg:105338085","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111100708"," 40S ribosomal protein S13-like"
"77","crg:105338614","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111127437"," 60S ribosomal protein L35-like"
"78","crg:105339104","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111123867"," 40S ribosomal protein S25-like"
"79","crg:105340582","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111118510"," 40S ribosomal protein S20"
"80","crg:105341412","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111107343"," 40S ribosomal protein S10-like"
"81","crg:105341412","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111137591"," 40S ribosomal protein S10-like"
"82","crg:105342397","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111131216"," ubiquitin-40S ribosomal protein S27a"
"83","crg:105342603","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111102811"," 60S ribosomal protein L24-like"
"84","crg:105342603","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111103150"," 60S ribosomal protein L24-like"
"85","crg:105344033","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111122453"," 40S ribosomal protein S21-like"
"86","crg:105344033","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111121088"," 40S ribosomal protein S21-like"
"87","crg:105344628","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111127638"," 40S ribosomal protein S16"
"88","crg:105344628","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111136522"," 40S ribosomal protein S16-like"
"89","crg:105344646","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111134500"," 60S ribosomal protein L7-like"
"90","crg:105346731","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111132903"," 60S ribosomal protein L23a-like"
"91","crg:105347132","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111128317"," ubiquitin-like protein FUBI"
"92","crg:105347132","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111131662"," ubiquitin-like protein FUBI"
"93","crg:105347800","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111126281"," 40S ribosomal protein S18"
"94","crg:105347828","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111125548"," 40S ribosomal protein S5"
"95","crg:105348141","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111105616"," 60S ribosomal protein L44-like"
"96","crg:105348141","Day 22 spat","green","crg03010",6.69,0.32,"Ribosome","LOC111102683"," 60S ribosomal protein L44-like"
"97","crg:105329824","Day 22 spat","green","crg04136",1.35,0.071,"Autophagy - other","LOC111125798"," beclin-1-like"
"98","crg:105329824","Day 22 spat","green","crg04136",1.35,0.071,"Autophagy - other","LOC111127325"," beclin-1-like"
"99","crg:105341231","Day 22 spat","green","crg04136",1.35,0.071,"Autophagy - other","LOC111119270"," serine/threonine-protein phosphatase 2A catalytic subunit beta isoform"
"100","crg:105341231","Day 22 spat","green","crg04136",1.35,0.071,"Autophagy - other","LOC111119993"," serine/threonine-protein phosphatase 2A catalytic subunit beta isoform"
"101","crg:105318528","Day 22 spat","turquoise","crg03050",1.5,0.24,"Proteasome","LOC111127912"," proteasome subunit alpha type-6-like"
"102","crg:105326796","Day 22 spat","turquoise","crg03050",1.5,0.24,"Proteasome","LOC111130532"," uncharacterized"
"103","crg:105326861","Day 22 spat","turquoise","crg03050",1.5,0.24,"Proteasome","LOC111136729"," proteasomal ubiquitin receptor ADRM1-B-like"
"104","crg:105327391","Day 22 spat","turquoise","crg03050",1.5,0.24,"Proteasome","LOC111136010"," 26S proteasome non-ATPase regulatory subunit 4-like"
"105","crg:105332852","Day 22 spat","turquoise","crg03050",1.5,0.24,"Proteasome","LOC111135895"," 26S proteasome non-ATPase regulatory subunit 7-like"
"106","crg:105334244","Day 22 spat","turquoise","crg03050",1.5,0.24,"Proteasome","LOC111111505"," 26S proteasome regulatory subunit 8"
"107","crg:105341026","Day 22 spat","turquoise","crg03050",1.5,0.24,"Proteasome","LOC111105293"," 26S proteasome non-ATPase regulatory subunit 13-like"
"108","crg:105343011","Day 22 spat","turquoise","crg03050",1.5,0.24,"Proteasome","LOC111130295"," 26S proteasome regulatory subunit 10B"
"109","crg:105343419","Day 22 spat","turquoise","crg03050",1.5,0.24,"Proteasome","LOC111122651"," proteasome subunit beta type-1-like"
"110","crg:105348466","Day 22 spat","turquoise","crg03050",1.5,0.24,"Proteasome","LOC111122853"," proteasome maturation protein-like"
"111","crg:105317098","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111109660"," polyglutamine-binding protein 1-like"
"112","crg:105317098","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111106083"," polyglutamine-binding protein 1-like"
"113","crg:105318287","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111129301"," U1 small nuclear ribonucleoprotein 70 kDa-like"
"114","crg:105319209","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111125507"," spliceosome RNA helicase DDX39B"
"115","crg:105319620","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111130237"," splicing factor 3B subunit 2-like"
"116","crg:105319620","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111130068"," splicing factor 3B subunit 2-like"
"117","crg:105320833","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111120794"," splicing factor 3B subunit 6-like protein"
"118","crg:105320915","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111121987"," probable splicing factor 3B subunit 5"
"119","crg:105321607","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111120828"," peptidyl-prolyl cis-trans isomerase E-like"
"120","crg:105322216","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111102762"," U1 small nuclear ribonucleoprotein A-like"
"121","crg:105322652","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111134531"," transcription elongation regulator 1-like"
"122","crg:105322856","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111134667"," peptidyl-prolyl cis-trans isomerase H-like"
"123","crg:105323611","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111106827"," U6 snRNA-associated Sm-like protein LSm3"
"124","crg:105323611","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111110150"," U6 snRNA-associated Sm-like protein LSm3"
"125","crg:105324065","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111118194"," U2 small nuclear ribonucleoprotein A'-like"
"126","crg:105326740","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111114893"," ATP-dependent RNA helicase DHX8-like"
"127","crg:105328191","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111109639"," small nuclear ribonucleoprotein F"
"128","crg:105328191","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111108450"," small nuclear ribonucleoprotein F"
"129","crg:105330153","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111124560"," THO complex subunit 2-like"
"130","crg:105334527","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111103801"," cell division cycle 5-like protein"
"131","crg:105335780","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111118539"," splicing factor U2AF 50 kDa subunit-like"
"132","crg:105337188","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111122128"," U4/U6.U5 tri-snRNP-associated protein 2-like"
"133","crg:105338772","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111119918"," pre-mRNA-splicing factor 38A-like"
"134","crg:105338772","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111121753"," pre-mRNA-splicing factor 38A-like"
"135","crg:105341528","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111136764"," heterogeneous nuclear ribonucleoprotein C-like"
"136","crg:105343163","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111138391"," pre-mRNA-processing factor 19-like"
"137","crg:105343163","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111132870"," pre-mRNA-processing factor 19-like"
"138","crg:105343416","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111122650"," U4/U6 small nuclear ribonucleoprotein Prp4-like"
"139","crg:105345480","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111120054"," probable ATP-dependent RNA helicase DDX46"
"140","crg:105346162","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111129496"," small nuclear ribonucleoprotein Sm D2"
"141","crg:105347185","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111135640"," splicing factor 3A subunit 1-like"
"142","crg:105348805","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111118069"," NHP2-like protein 1"
"143","crg:105348805","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111117994"," NHP2-like protein 1"
"144","crg:105348805","Day 22 spat","turquoise","crg03040",1.53,0.2,"Spliceosome","LOC111135336"," H/ACA ribonucleoprotein complex subunit 2-like protein"
"145","crg:105317162","Day 22 spat","turquoise","crg00270",1.77,0.14,"Cysteine and methionine metabolism","LOC111135193"," adenosylhomocysteinase A-like"
"146","crg:105317162","Day 22 spat","turquoise","crg00270",1.77,0.14,"Cysteine and methionine metabolism","LOC111135192"," adenosylhomocysteinase A-like"
"147","crg:105318268","Day 22 spat","turquoise","crg00270",1.77,0.14,"Cysteine and methionine metabolism","LOC111137596"," aspartate aminotransferase, mitochondrial-like"
"148","crg:105318268","Day 22 spat","turquoise","crg00400",1.35,0.14,"Phenylalanine, tyrosine and tryptophan biosynthesis","LOC111137596"," aspartate aminotransferase, mitochondrial-like"
"149","crg:105326266","Day 22 spat","turquoise","crg00270",1.77,0.14,"Cysteine and methionine metabolism","LOC111106176"," S-adenosylhomocysteine hydrolase-like protein 1"
"150","crg:105326266","Day 22 spat","turquoise","crg00270",1.77,0.14,"Cysteine and methionine metabolism","LOC111107029"," S-adenosylhomocysteine hydrolase-like protein 1"
"151","crg:105329340","Day 22 spat","turquoise","crg00270",1.77,0.14,"Cysteine and methionine metabolism","LOC111131439"," enolase-phosphatase E1-like"
"152","crg:105330054","Day 22 spat","turquoise","crg00270",1.77,0.14,"Cysteine and methionine metabolism","LOC111123852"," DNA (cytosine-5)-methyltransferase 1-like"
"153","crg:105333137","Day 22 spat","turquoise","crg00270",1.77,0.14,"Cysteine and methionine metabolism","LOC111136621"," malate dehydrogenase, mitochondrial-like"
"154","crg:105338391","Day 22 spat","turquoise","crg00270",1.77,0.14,"Cysteine and methionine metabolism","LOC111135360"," alanine--glyoxylate aminotransferase 2, mitochondrial-like"
"155","crg:105343888","Day 22 spat","turquoise","crg00270",1.77,0.14,"Cysteine and methionine metabolism","LOC111129934"," malate dehydrogenase, cytoplasmic-like"
"156","crg:105327683","Day 22 spat","turquoise","crg00280",1.53,0.085,"Valine, leucine and isoleucine degradation","LOC111131063"," alpha-aminoadipic semialdehyde dehydrogenase-like"
"157","crg:105327683","Day 22 spat","turquoise","crg00280",1.53,0.085,"Valine, leucine and isoleucine degradation","LOC111130726"," alpha-aminoadipic semialdehyde dehydrogenase-like"
"158","crg:105336766","Day 22 spat","turquoise","crg00280",1.53,0.085,"Valine, leucine and isoleucine degradation","LOC111129161"," probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial"
"159","crg:105338391","Day 22 spat","turquoise","crg00280",1.53,0.085,"Valine, leucine and isoleucine degradation","LOC111135360"," alanine--glyoxylate aminotransferase 2, mitochondrial-like"
"160","crg:105339502","Day 22 spat","turquoise","crg00280",1.53,0.085,"Valine, leucine and isoleucine degradation","LOC111109254"," dihydrolipoyl dehydrogenase, mitochondrial-like"
"161","crg:105339502","Day 22 spat","turquoise","crg00280",1.53,0.085,"Valine, leucine and isoleucine degradation","LOC111108359"," dihydrolipoyl dehydrogenase, mitochondrial-like"
"162","crg:105317402","Day 22 spat","turquoise","crg04141",1.35,0.08,"Protein processing in endoplasmic reticulum","LOC111119706"," ubiquitin-conjugating enzyme E2 2"
"163","crg:105317402","Day 22 spat","turquoise","crg04141",1.35,0.08,"Protein processing in endoplasmic reticulum","LOC111119846"," ubiquitin-conjugating enzyme E2 2"
"164","crg:105328488","Day 22 spat","turquoise","crg04141",1.35,0.08,"Protein processing in endoplasmic reticulum","LOC111129951"," neutral alpha-glucosidase AB-like"
"165","crg:105328588","Day 22 spat","turquoise","crg04141",1.35,0.08,"Protein processing in endoplasmic reticulum","LOC111138014"," translocon-associated protein subunit alpha-like"
"166","crg:105329061","Day 22 spat","turquoise","crg04141",1.35,0.08,"Protein processing in endoplasmic reticulum","LOC111136327"," endoplasmic reticulum resident protein 29-like"
"167","crg:105332358","Day 22 spat","turquoise","crg04141",1.35,0.08,"Protein processing in endoplasmic reticulum","LOC111120358"," prolactin regulatory element-binding protein-like"
"168","crg:105333050","Day 22 spat","turquoise","crg04141",1.35,0.08,"Protein processing in endoplasmic reticulum","LOC111137420"," dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A-like"
"169","crg:105340656","Day 22 spat","turquoise","crg04141",1.35,0.08,"Protein processing in endoplasmic reticulum","LOC111109659"," protein OS-9-like"
"170","crg:105345701","Day 22 spat","turquoise","crg04141",1.35,0.08,"Protein processing in endoplasmic reticulum","LOC111133739"," translocon-associated protein subunit gamma-like"
"171","crg:105346081","Day 22 spat","turquoise","crg04141",1.35,0.08,"Protein processing in endoplasmic reticulum","LOC111125296"," protein transport protein Sec61 subunit beta-like"
"172","crg:105346120","Day 22 spat","turquoise","crg04141",1.35,0.08,"Protein processing in endoplasmic reticulum","LOC111136783"," dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit-like"
"173","crg:105318268","Day 22 spat","turquoise","crg00220",1.35,0.059,"Arginine biosynthesis","LOC111137596"," aspartate aminotransferase, mitochondrial-like"
"174","crg:105327683","Day 22 spat","turquoise","crg00410",1.35,0.053,"beta-Alanine metabolism","LOC111131063"," alpha-aminoadipic semialdehyde dehydrogenase-like"
"175","crg:105327683","Day 22 spat","turquoise","crg00410",1.35,0.053,"beta-Alanine metabolism","LOC111130726"," alpha-aminoadipic semialdehyde dehydrogenase-like"
"176","crg:105336766","Day 22 spat","turquoise","crg00410",1.35,0.053,"beta-Alanine metabolism","LOC111129161"," probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial"
"177","crg:105318268","Day 22 spat","turquoise","crg00250",1.5,0.05,"Alanine, aspartate and glutamate metabolism","LOC111137596"," aspartate aminotransferase, mitochondrial-like"
"178","crg:105338391","Day 22 spat","turquoise","crg00250",1.5,0.05,"Alanine, aspartate and glutamate metabolism","LOC111135360"," alanine--glyoxylate aminotransferase 2, mitochondrial-like"
"179","crg:105318268","Day 22 spat","turquoise","crg00330",1.5,0.048,"Arginine and proline metabolism","LOC111137596"," aspartate aminotransferase, mitochondrial-like"
"180","crg:105318614","Day 22 spat","turquoise","crg00330",1.5,0.048,"Arginine and proline metabolism","LOC111119190"," ornithine decarboxylase-like"
"181","crg:105327683","Day 22 spat","turquoise","crg00330",1.5,0.048,"Arginine and proline metabolism","LOC111131063"," alpha-aminoadipic semialdehyde dehydrogenase-like"
"182","crg:105327683","Day 22 spat","turquoise","crg00330",1.5,0.048,"Arginine and proline metabolism","LOC111130726"," alpha-aminoadipic semialdehyde dehydrogenase-like"
"183","crg:105342304","Day 22 spat","turquoise","crg00330",1.5,0.048,"Arginine and proline metabolism","LOC111099180"," cytosol aminopeptidase-like"
"184","crg:105342304","Day 22 spat","turquoise","crg00330",1.5,0.048,"Arginine and proline metabolism","LOC111137751"," cytosol aminopeptidase-like"
"185","crg:105318268","Day 22 spat","turquoise","crg00360",1.35,0.04,"Phenylalanine metabolism","LOC111137596"," aspartate aminotransferase, mitochondrial-like"
"186","crg:105318268","Day 22 spat","turquoise","crg00350",1.35,0.029,"Tyrosine metabolism","LOC111137596"," aspartate aminotransferase, mitochondrial-like"
