"","TranscriptID","slim_term","over_represented_pvalue","GO_terms","term","ontology","moduleColor","GeneID","Protein_name"
"27","XM_022470306.1","protein-containing complex assembly",6.95114719079234e-06,"GO:0022618","ribonucleoprotein complex assembly","BP","purple","LOC111125980"," U1 small nuclear ribonucleoprotein C-like"
"28","XM_022471185.1","mRNA metabolic process",4.2555180309884e-13,"GO:0006397","mRNA processing","BP","purple","LOC111126498"," zinc finger matrin-type protein 2-like"
"29","XM_022473644.1","intracellular protein transport",1.53211164823456e-06,"GO:0006605","protein targeting","BP","purple","LOC111128167"," mitochondrial import inner membrane translocase subunit TIM44-like"
"30","XM_022474850.1","mRNA metabolic process",4.2555180309884e-13,"GO:0006397","mRNA processing","BP","purple","LOC111128900"," U6 snRNA-associated Sm-like protein LSm6"
"31","XM_022475115.1","mRNA metabolic process",4.2555180309884e-13,"GO:0006397","mRNA processing","BP","purple","LOC111129054"," U6 snRNA-associated Sm-like protein LSm6"
"32","XM_022475592.1","mRNA metabolic process",4.2555180309884e-13,"GO:0006397","mRNA processing","BP","purple","LOC111129301"," U1 small nuclear ribonucleoprotein 70 kDa-like"
"33","XM_022476416.1","intracellular protein transport",1.53211164823456e-06,"GO:0006605","protein targeting","BP","purple","LOC111129897"," mitochondrial import receptor subunit TOM20 homolog"
"34","XM_022478787.1","intracellular protein transport",1.53211164823456e-06,"GO:0006605","protein targeting","BP","purple","LOC111131315"," signal recognition particle 54 kDa protein-like"
"35","XM_022479145.1","mRNA metabolic process",4.2555180309884e-13,"GO:0006397","mRNA processing","BP","purple","LOC111131549"," zinc finger CCCH domain-containing protein 14-like"
"36","XM_022480101.1","protein-containing complex assembly",6.95114719079234e-06,"GO:0022618","ribonucleoprotein complex assembly","BP","purple","LOC111132304"," uncharacterized"
"37","XM_022480101.1","mRNA metabolic process",4.2555180309884e-13,"GO:0006397","mRNA processing","BP","purple","LOC111132304"," uncharacterized"
"38","XM_022481121.1","mRNA metabolic process",4.2555180309884e-13,"GO:0006397","mRNA processing","BP","purple","LOC111133056"," pre-mRNA-splicing factor SPF27-like"
"39","XM_022481453.1","intracellular protein transport",1.53211164823456e-06,"GO:0006605","protein targeting","BP","purple","LOC111133250"," mitochondrial import inner membrane translocase subunit Tim21-like"
"40","XM_022481809.1","mRNA metabolic process",4.2555180309884e-13,"GO:0006397","mRNA processing","BP","purple","LOC111133404"," RNA polymerase II subunit A C-terminal domain phosphatase SSU72-like"
"41","XM_022482319.1","protein-containing complex assembly",6.95114719079234e-06,"GO:0022618","ribonucleoprotein complex assembly","BP","purple","LOC111133705"," eukaryotic translation initiation factor 6-like"
"42","XM_022482365.1","intracellular protein transport",1.53211164823456e-06,"GO:0006605","protein targeting","BP","purple","LOC111133739"," translocon-associated protein subunit gamma-like"
"43","XM_022485233.1","intracellular protein transport",1.53211164823456e-06,"GO:0006605","protein targeting","BP","purple","LOC111135297"," signal recognition particle subunit SRP72-like"
"44","XM_022486964.1","protein-containing complex assembly",6.95114719079234e-06,"GO:0022618","ribonucleoprotein complex assembly","BP","purple","LOC111136254"," eukaryotic translation initiation factor 6-like"
"45","XM_022488269.1","intracellular protein transport",1.53211164823456e-06,"GO:0006605","protein targeting","BP","purple","LOC111137041"," mitochondrial intermembrane space import and assembly protein 40-like"
"46","XM_022488825.1","intracellular protein transport",1.53211164823456e-06,"GO:0006605","protein targeting","BP","purple","LOC111137382"," mitochondrial import inner membrane translocase subunit Tim22-like"
"47","XM_022490152.1","intracellular protein transport",1.53211164823456e-06,"GO:0006605","protein targeting","BP","purple","LOC111138275"," mitochondrial import inner membrane translocase subunit Tim10-B-like"
"48","XM_022490326.1","mRNA metabolic process",4.2555180309884e-13,"GO:0006397","mRNA processing","BP","purple","LOC111138391"," pre-mRNA-processing factor 19-like"
"49","XM_022490402.1","protein-containing complex assembly",6.95114719079234e-06,"GO:0022618","ribonucleoprotein complex assembly","BP","purple","LOC111138435"," ribosome maturation protein SBDS-like"
"50","XM_022490453.1","mRNA metabolic process",4.2555180309884e-13,"GO:0006397","mRNA processing","BP","purple","LOC111138463"," thioredoxin-like protein 4A"
"51","XR_002637677.1","mRNA metabolic process",4.2555180309884e-13,"GO:0006397","mRNA processing","BP","purple","LOC111120641"," luc7-like protein 3"
"52","XR_002637677.1","protein-containing complex assembly",6.95114719079234e-06,"GO:0022618","ribonucleoprotein complex assembly","BP","purple","LOC111120641"," luc7-like protein 3"
