"","TranscriptID","fullID","Function","GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","A12.larva","B1.larva","B2.larva","B3.larva","B4.larva","B5.larva","B6.larva","B7.larva","B8.larva","C6.larva","C7.larva","C8.larva"
"3236","XM_022476779.1","XM_022476779.1 PREDICTED: Crassostrea virginica epididymal secretory protein E1-like (LOC111130084), mRNA"," epididymal secretory protein E1-like (LOC111130084), mRNA","LOC111130084",199.873604402272,1.92917833779986,0.278004963188499,6.9393665338694,3.93862021858846e-12,6.28472499546098e-10,120.418520894213,184.707046553554,144.231473687109,350.682410168219,367.941626151189,467.478784316414,144.172467180663,151.923030317101,157.974640269218,103.499549357771,119.763782645254,85.6899212865624
"633","XM_022443093.1","XM_022443093.1 PREDICTED: Crassostrea virginica cystatin-A-like (LOC111107749), mRNA"," cystatin-A-like (LOC111107749), mRNA","LOC111107749",330.362493362094,-2.26190067064458,0.327298090240761,-6.91082758527777,4.81834390551626e-12,7.4404555728085e-10,312.437243401202,308.609910080161,260.320220801124,110.361817317645,133.630540840979,132.425730710793,198.921505350535,345.824792695507,321.128776940706,762.13304527086,551.517251173101,527.039085762513
"1068","XM_022453127.1","XM_022453127.1 PREDICTED: Crassostrea virginica uncharacterized LOC111114700 (LOC111114700), transcript variant X1, mRNA"," uncharacterized LOC111114700 (LOC111114700), transcript variant X1, mRNA","LOC111114700",230.342493833499,-1.3692790927176,0.202336741214768,-6.76732799241932,1.31182463211023e-11,1.9624076605974e-09,197.442980204926,195.032285180771,183.807182930523,188.749650178777,166.580537212727,130.03249461361,275.570158788356,246.54175972512,246.026079107799,321.251848006588,276.765043928108,336.30990612468
"1133","XM_022454115.1","XM_022454115.1 PREDICTED: Crassostrea virginica uncharacterized LOC111115396 (LOC111115396), transcript variant X1, mRNA"," uncharacterized LOC111115396 (LOC111115396), transcript variant X1, mRNA","LOC111115396",3951.64089345022,-1.19657358176207,0.178374586282925,-6.70820662683502,1.97030809961459e-11,2.82608077812941e-09,3265.4031341584,3454.36594517236,3257.52060083568,2838.4646846557,2576.50666073532,3445.4622345778,4707.5047986395,4350.46256552787,3983.03273334521,5906.19506335125,4872.07119147625,4762.70110892732
"4259","XM_022487038.1","XM_022487038.1 PREDICTED: Crassostrea virginica ornithine aminotransferase, mitochondrial-like (LOC111136290), transcript variant X2, mRNA"," ornithine aminotransferase, mitochondrial-like (LOC111136290), transcript variant X2, mRNA","LOC111136290",99.6014801957554,-1.72413702877153,0.257122994061312,-6.70549530222256,2.00724350232713e-11,2.82608077812941e-09,80.2790139294755,72.276670390521,60.6827541732349,73.2307385939515,63.1541597125175,74.1903190126732,115.885464126229,155.254675718792,151.500269766382,115.596899282705,109.699599229686,123.467198412896
"38","XM_022430770.1","XM_022430770.1 PREDICTED: Crassostrea virginica cystatin-A-like (LOC111099480), mRNA"," cystatin-A-like (LOC111099480), mRNA","LOC111099480",74.6848520947927,-4.57806926623481,0.684328397830732,-6.68987182286595,2.23366153943181e-11,3.05501079693145e-09,83.5335685482381,82.6019090177382,51.0086919137337,9.28276968092344,0,7.17970829154901,42.8867465663997,66.6329080338163,63.4488309278009,219.096448640477,126.808711036151,143.737932480685
"4760","XR_002637949.1","XR_002637949.1 PREDICTED: Crassostrea virginica uncharacterized LOC111122743 (LOC111122743), ncRNA"," uncharacterized LOC111122743 (LOC111122743), ncRNA","LOC111122743",281.528566050584,1.80171063804617,0.270236711296773,6.66715720969361,2.608056857101e-11,3.46799115970625e-09,387.29199963274,402.684306461474,358.819763806954,280.545928134575,404.552733230909,363.771886771817,145.997435119659,205.229356744154,203.295233789076,247.323598465323,176.123209772432,202.70734067789
"3384","XM_022477954.1","XM_022477954.1 PREDICTED: Crassostrea virginica diacylglycerol kinase theta-like (LOC111130737), transcript variant X1, mRNA"," diacylglycerol kinase theta-like (LOC111130737), transcript variant X1, mRNA","LOC111130737",84.4109022799991,25.3293048878588,3.86629126524866,6.55131834363486,5.70313341516792e-11,7.37862152929969e-09,169.236840175651,0,175.012580876431,195.969582152828,145.529150641888,165.931036071355,0,161.251637441835,0,0,0,0
"3967","XM_022484051.1","XM_022484051.1 PREDICTED: Crassostrea virginica clustered mitochondria protein homolog (LOC111134728), mRNA"," clustered mitochondria protein homolog (LOC111134728), mRNA","LOC111134728",69.1478797978924,24.9846728520455,3.84748344671209,6.49377007025109,8.37144849553705e-11,1.05458220916147e-08,88.9578262461756,0,156.543916562838,172.246948523802,136.376373871958,148.380638025346,0,127.268854344589,0,0,0,0
"2134","XM_022464569.1","XM_022464569.1 PREDICTED: Crassostrea virginica uncharacterized protein YMR317W-like (LOC111122696), mRNA"," uncharacterized protein YMR317W-like (LOC111122696), mRNA","LOC111122696",539.201145034855,-1.05019146901473,0.162194782202362,-6.47487825905804,9.48884152915187e-11,1.16469447179615e-08,482.758935116441,419.893037506836,466.113908866877,495.08104964925,377.094402921119,414.02984481266,630.526422923026,676.324016543236,661.680665389923,587.393546355143,577.684128053577,681.833782280174
"1174","XM_022455052.1","XM_022455052.1 PREDICTED: Crassostrea virginica phosphoserine aminotransferase-like (LOC111116065), mRNA"," phosphoserine aminotransferase-like (LOC111116065), mRNA","LOC111116065",25.3478502159361,-8.13437231867331,1.26685831655197,-6.42090138446799,1.35469770172139e-10,1.62123447453507e-08,0,0,0,27.8483090427703,24.7124972788112,23.9323609718301,37.4118427494125,61.9686044714492,42.730845318723,33.6037497914841,26.1668768804756,25.7991160862769
"106","XM_022432355.1","XM_022432355.1 PREDICTED: Crassostrea virginica uncharacterized LOC111100449 (LOC111100449), mRNA"," uncharacterized LOC111100449 (LOC111100449), mRNA","LOC111100449",79.5689755232715,-1.54781771532965,0.242016546817607,-6.39550367808589,1.60018989820662e-10,1.868319278711e-08,61.8365377564879,56.2151880815163,55.4059929407797,57.7594557924125,59.4930490045455,60.6286477953028,88.5109450412931,93.952400327681,95.820683441985,115.596899282705,92.5904874232214,117.017419391327
"3603","XM_022479879.1","XM_022479879.1 PREDICTED: Crassostrea virginica helicase ARIP4-like (LOC111132146), mRNA"," helicase ARIP4-like (LOC111132146), mRNA","LOC111132146",77.6494765211204,24.8334463402592,3.8902588693386,6.3834945627876,1.73091744292003e-10,1.97283376172813e-08,117.163966275451,0,170.615279849385,132.0216132398,183.055535398601,156.358091682623,0,172.579231807584,0,0,0,0
"3867","XM_022483036.1","XM_022483036.1 PREDICTED: Crassostrea virginica cytochrome P450 27C1-like (LOC111134181), transcript variant X3, mRNA"," cytochrome P450 27C1-like (LOC111134181), transcript variant X3, mRNA","LOC111134181",73.6976798573225,8.37825225187103,1.3338265221308,6.28136576448242,3.35611508037786e-10,3.73621462552763e-08,130.182184750501,40.1537057725116,65.9595154056901,107.267560757337,96.1041560842658,91.7407170586819,85.7734931327995,129.934170665942,137.256654660141,0,0,0
"2266","XM_022466306.1","XM_022466306.1 PREDICTED: Crassostrea virginica adenylate cyclase type 9-like (LOC111123748), mRNA"," adenylate cyclase type 9-like (LOC111123748), mRNA","LOC111123748",62.9145242388682,24.5521084367119,3.91643865488244,6.26898838466523,3.634012341488e-10,3.95364024515978e-08,98.7214901024632,0,169.735819643976,95.9219533695422,100.680544469231,145.987401928163,0,143.927081353043,0,0,0,0
"4698","XR_002635855.1","XR_002635855.1 PREDICTED: Crassostrea virginica uncharacterized LOC111110754 (LOC111110754), ncRNA"," uncharacterized LOC111110754 (LOC111110754), ncRNA","LOC111110754",100.884661393501,-2.24200437114137,0.367624044952281,-6.09863365012587,1.0697893209888e-09,1.13801810657186e-07,49.9031708210253,53.9206906088014,61.5622143786441,64.979387766464,82.3749909293707,67.0106107211241,161.509662601122,134.598474228309,168.333633073757,162.642148990783,121.776619328367,82.0043332742371
"3575","XM_022479508.1","XM_022479508.1 PREDICTED: Crassostrea virginica peptidyl-prolyl cis-trans isomerase-like (LOC111131801), mRNA"," peptidyl-prolyl cis-trans isomerase-like (LOC111131801), mRNA","LOC111131801",57.8266174140357,11.2447333356124,1.84789067069956,6.08517241518162,1.16366017123325e-09,1.20778612800413e-07,84.6184200878256,111.283127426675,98.4995430058305,113.456073877953,76.8833248674126,141.998675099525,29.1994870239317,37.9807575792753,0,0,0,0
"3764","XM_022481845.1","XM_022481845.1 PREDICTED: Crassostrea virginica neutral cholesterol ester hydrolase 1-like (LOC111133423), mRNA"," neutral cholesterol ester hydrolase 1-like (LOC111133423), mRNA","LOC111133423",113.934705373147,-1.58753510477287,0.261015564020645,-6.08214728776598,1.18583555496541e-09,1.20778612800413e-07,90.0426777857631,97.5161425903854,105.535224649104,87.6706025420547,57.6624936505595,57.4376663323921,108.585592370246,114.608601818164,99.7053057436871,205.654948723883,164.046189673751,178.751018597775
"2698","XM_022471064.1","XM_022471064.1 PREDICTED: Crassostrea virginica uncharacterized LOC111126422 (LOC111126422), mRNA"," uncharacterized LOC111126422 (LOC111126422), mRNA","LOC111126422",67.8494405519017,-4.48343068916084,0.740640088596429,-6.05345397608344,1.4177259101175e-09,1.38503141463928e-07,26.0364369501002,14.9142335726472,43.0935500650509,9.28276968092344,10.9833321239161,38.2917775549281,110.410560309242,113.275943657488,126.897661855602,108.876149324409,100.641834155675,111.489037372839
"3007","XM_022474484.1","XM_022474484.1 PREDICTED: Crassostrea virginica tropomyosin-2-like (LOC111128702), mRNA"," tropomyosin-2-like (LOC111128702), mRNA","LOC111128702",2225.28654489284,0.467606902800128,0.0772311515617811,6.05464107868527,1.40731091719075e-09,1.38503141463928e-07,2356.29754398407,2225.6625485335,2271.64571057197,2672.40624925251,2414.50251190755,2487.37005033887,2024.80192831577,1855.06015966145,1925.47778754367,2170.80223652988,2216.13318810797,2083.27862396686
"1200","XM_022456074.1","XM_022456074.1 PREDICTED: Crassostrea virginica eppin-like (LOC111117016), transcript variant X3, mRNA"," eppin-like (LOC111117016), transcript variant X3, mRNA","LOC111117016",76.7778030317759,-3.07544530069608,0.509674249263925,-6.03413907047032,1.59812391860714e-09,1.53004383967447e-07,23.8667338709252,24.092223463507,24.6248857514576,53.6337803786687,35.6958294027273,85.3587541328605,122.272851912714,145.25973951372,143.731025162977,119.629349257684,80.5134673245404,62.6549962095295
"952","XM_022450137.1","XM_022450137.1 PREDICTED: Crassostrea virginica uncharacterized LOC111112586 (LOC111112586), mRNA"," uncharacterized LOC111112586 (LOC111112586), mRNA","LOC111112586",620.991856308699,-1.81585443040658,0.301516058488969,-6.02241366349321,1.71835035899321e-09,1.61289081735304e-07,506.625668987366,390.064570361542,525.037742629293,268.168901893344,444.824951018602,450.726131636133,1014.68217408163,928.8627379914,778.219334440986,807.834144987279,664.236105427458,672.619812249361
"4707","XR_002636360.1","XR_002636360.1 PREDICTED: Crassostrea virginica interferon alpha-inducible protein 27-like protein 2B (LOC111112744), transcript variant X3, misc_RNA"," interferon alpha-inducible protein 27-like protein 2B (LOC111112744), transcript variant X3, misc_RNA","LOC111112744",48.1363384641201,23.4636436627982,3.92607887014996,5.97635565632485,2.28184548731027e-09,2.10061429764505e-07,74.854756231538,0,64.2005949948717,72.1993197405156,60.4083266815385,174.706235094359,0,131.266828826618,0,0,0,0
"2379","XM_022467886.1","XM_022467886.1 PREDICTED: Crassostrea virginica transforming growth factor-beta-induced protein ig-h3-like (LOC111124735), mRNA"," transforming growth factor-beta-induced protein ig-h3-like (LOC111124735), mRNA","LOC111124735",121.43884086817,1.84957900266188,0.311803275872025,5.93187803267662,2.99489072350857e-09,2.7050079044218e-07,246.261299486364,195.032285180771,178.530421698068,133.053032093236,94.2736007302798,120.459550224878,104.935656492255,73.9625279175361,72.5129496317724,90.0580494411775,74.4749572751998,73.7117602465053
"626","XM_022442837.1","XM_022442837.1 PREDICTED: Crassostrea virginica cyclin-dependent kinase 17-like (LOC111107574), transcript variant X1, mRNA"," cyclin-dependent kinase 17-like (LOC111107574), transcript variant X1, mRNA","LOC111107574",50.5763084103749,23.1043699008569,3.90322179074846,5.91930746943964,3.23300058697891e-09,2.86093125504447e-07,0,0,129.280650195153,133.053032093236,60.4083266815385,114.077587299057,57.4864900783656,112.60961457715,0,0,0,0
"4322","XM_022487527.1","XM_022487527.1 PREDICTED: Crassostrea virginica uncharacterized LOC111136582 (LOC111136582), mRNA"," uncharacterized LOC111136582 (LOC111136582), mRNA","LOC111136582",142.597316064101,1.16908769548583,0.197595191830906,5.91657967308378,3.28705283115617e-09,2.86093125504447e-07,134.521590908851,139.964345835612,139.834172660063,218.660796928419,187.631923783566,212.20026728356,129.572723668697,139.929106871014,126.897661855602,77.9606995162432,91.5840690816647,112.410434375921
"1834","XM_022462063.1","XM_022462063.1 PREDICTED: Crassostrea virginica dehydrogenase/reductase SDR family member 11-like (LOC111120983), transcript variant X1, mRNA"," dehydrogenase/reductase SDR family member 11-like (LOC111120983), transcript variant X1, mRNA","LOC111120983",26.0974106405142,7.54179727047472,1.29121885338723,5.84083577364944,5.19395866779705e-09,4.43990716834722e-07,21.6970307917501,45.889949454299,31.6605673947312,30.9425656030781,43.0180508186713,38.2917775549281,28.2870030544339,30.6511376955555,42.730845318723,0,0,0
"3500","XM_022478955.1","XM_022478955.1 PREDICTED: Crassostrea virginica uncharacterized LOC111131434 (LOC111131434), transcript variant X2, mRNA"," uncharacterized LOC111131434 (LOC111131434), transcript variant X2, mRNA","LOC111131434",147.379953518065,-1.01614678272294,0.175947617132437,-5.77528016169765,7.68251465712898e-09,6.45196450239938e-07,138.860997067201,118.16661984482,139.834172660063,114.487492731389,106.172210531189,112.482096567601,168.809534357105,171.912902727246,172.21825537546,190.86929881563,155.994842941297,178.751018597775
