"","TranscriptID","fullID","Function","GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","A12.larva","B1.larva","B2.larva","B3.larva","B4.larva","B5.larva","B6.larva","B7.larva","B8.larva","B9.larva","B10.larva","B11.larva","B12.larva","C1.larva","C2.larva","C3.larva","C4.larva","C5.larva","C6.larva","C7.larva","C8.larva","C9.larva","C10.larva","C11.larva"
"2354","XM_022467887.1","XM_022467887.1 PREDICTED: Crassostrea virginica transforming growth factor-beta-induced protein ig-h3-like (LOC111124736), mRNA"," transforming growth factor-beta-induced protein ig-h3-like (LOC111124736), mRNA","LOC111124736",78.8913395468319,10.7617083828006,0.942700249954724,11.4158327456871,3.48549522874678e-30,1.19602279134997e-27,188.702447425585,197.178134405812,164.870525949008,145.781955505077,122.913336833806,133.759534859892,115.931357354047,113.21241790234,90.4686086599224,18.8428803738413,22.5374993828801,44.2379366971865,29.328297485111,41.2556563711699,35.1695949987264,15.1980062775442,0,0,114.178398436697,118.959410537707,89.6634218891263,19.1297177854977,32.5897935748469,39.4832164181436
"2746","XM_022471786.1","XM_022471786.1 PREDICTED: Crassostrea virginica uncharacterized LOC111126876 (LOC111126876), mRNA"," uncharacterized LOC111126876 (LOC111126876), mRNA","LOC111126876",204.793261738766,-3.62297506347381,0.322710178912102,-11.2267145575864,3.01481296459433e-29,9.65544098794076e-27,93.2279948590688,79.5839458143938,88.7764370494659,73.962903895958,55.3579150625537,97.8116598662959,229.035120626288,212.01598261711,170.293851595148,162.64380954263,182.672363419133,160.976936314762,175.969784910666,143.955907337699,140.678379994905,459.939663662521,433.738703040174,385.93829522177,240.590196705896,182.059619605534,197.259528156078,324.198375101593,294.666050239241,329.684857091499
"2747","XM_022471791.1","XM_022471791.1 PREDICTED: Crassostrea virginica apolipoprotein D-like (LOC111126880), mRNA"," apolipoprotein D-like (LOC111126880), mRNA","LOC111126880",38.0226178786875,21.9782853620552,1.96080643059741,11.2087991038253,3.69167996684822e-29,1.10842691004618e-26,103.337054542582,105.715987723598,77.9058529209598,49.3086025973053,60.9875335434913,65.2077732441973,39.5863171452844,58.3215486163571,83.8165050819869,12.8924970978914,0,17.2036420489058,19.5521983234073,29.8445173748889,14.0678379994905,0,0,0,53.0113992741805,43.4460455876843,78.3375159662892,0,0,0
"3429","XM_022478595.1","XM_022478595.1 PREDICTED: Crassostrea virginica uncharacterized LOC111131183 (LOC111131183), mRNA"," uncharacterized LOC111131183 (LOC111131183), mRNA","LOC111131183",120.658746267657,6.97324613144192,0.624592266336246,11.1644772234306,6.08481048053203e-29,1.7194958557927e-26,199.934735962822,161.543531802352,199.294042355944,231.536046978651,270.221687085008,228.227206354691,96.1381987814049,113.898553768415,125.059547265187,156.69342626668,144.714469721651,119.196662767419,171.081735329814,137.811447878163,145.702607851866,0,17.631654595129,0,93.7893987158579,106.546254655512,84.0004689277078,21.1433722892343,40.0582879357493,31.5865731345149
"4721","XR_002637949.1","XR_002637949.1 PREDICTED: Crassostrea virginica uncharacterized LOC111122743 (LOC111122743), ncRNA"," uncharacterized LOC111122743 (LOC111122743), ncRNA","LOC111122743",241.265531697213,3.64947018996892,0.348312672567508,10.4775693719889,1.09522386717848e-25,2.92303080995856e-23,400.992700779368,416.924850460481,369.599860369205,291.563911010153,414.715228095741,381.214674350692,150.805017696321,211.329846751035,208.876052347174,346.113960551084,355.855253413896,299.83490428093,317.723222755369,273.867335910745,294.419752417909,53.5929695050242,73.1713665697855,46.4555355359537,250.105063242288,181.025189948685,207.641608585345,84.5734891569372,87.585070232401,72.3858967665967
"2","XM_022430391.1","XM_022430391.1 PREDICTED: Crassostrea virginica apolipoprotein D-like (LOC111099048), mRNA"," apolipoprotein D-like (LOC111099048), mRNA","LOC111099048",55.2989547319273,25.8450166387323,2.58920901453416,9.98181934855586,1.8307859893392e-23,4.62899783830816e-21,142.650064422913,118.7820086782,108.70584128506,172.580109090569,184.83914012412,203.147293568461,73.5174461269567,63.8106355449554,83.8165050819869,17.8511498278496,0,13.5171473241403,0,0,15.0726835708827,0,0,0,32.6223995533419,53.7903421561806,42.4721472106388,0,0,0
"4657","XR_002635843.1","XR_002635843.1 PREDICTED: Crassostrea virginica uncharacterized LOC111110673 (LOC111110673), ncRNA"," uncharacterized LOC111110673 (LOC111110673), ncRNA","LOC111110673",68.2136856006362,6.93916681573838,0.698065020682953,9.94057374333044,2.77225772152367e-23,6.65896304709985e-21,86.4886217367265,81.9595859879578,84.2470269959217,85.7540914735745,136.98738303615,121.219578466777,126.299202320669,111.154010304116,145.015857998993,62.4790243974736,26.0960519170191,50.3820945717957,48.8804958085184,57.0556949814052,54.2616608551778,7.99895067239167,7.93424456780806,5.36025410030235,106.022798548361,63.1002090678273,47.1912746784875,49.3345353415467,27.1581613123724,44.7476452738961
"3801","XM_022482777.1","XM_022482777.1 PREDICTED: Crassostrea virginica snaclec B6-like (LOC111134011), mRNA"," snaclec B6-like (LOC111134011), mRNA","LOC111134011",45.2535861111027,13.5017625896128,1.38479396524827,9.7500154741013,1.84440154524145e-22,4.21928810635235e-20,56.161442686186,106.90380781038,86.9646730280482,93.2575744775123,98.5183234164091,105.335633702165,44.2989739482944,51.4601899556092,69.1818772105289,15.8676887358663,46.2611829438065,36.8649472476554,16.2934986028395,33.3556370660523,35.1695949987264,0,0,0,53.0113992741805,46.5493345582332,51.9104021463363,10.068272518683,11.5422185577583,17.1093937811956
"3575","XM_022479920.1","XM_022479920.1 PREDICTED: Crassostrea virginica integumentary mucin C.1-like (LOC111132166), mRNA"," integumentary mucin C.1-like (LOC111132166), mRNA","LOC111132166",114.033938323858,2.65929691973349,0.280045948254298,9.49593070819468,2.18252890823242e-21,4.76584948870388e-19,152.759124106426,162.731351889134,159.435233884755,130.774989497201,153.876238478963,158.839447646122,115.931357354047,110.467874438041,123.7291265496,96.1978629611896,119.804601982678,108.137178593122,96.1316417567528,107.966930503274,119.57662299567,69.5908708498075,57.3028774341693,56.2826680531747,126.4117982692,130.338136763053,140.629998541893,82.5598346532006,87.585070232401,69.7536823387204
"2013","XM_022463590.1","XM_022463590.1 PREDICTED: Crassostrea virginica probable thiopurine S-methyltransferase (LOC111122055), mRNA"," probable thiopurine S-methyltransferase (LOC111122055), mRNA","LOC111122055",207.075239354699,-2.46550928906778,0.261034001860694,-9.44516527154782,3.54843887927753e-21,7.41160885915184e-19,177.470158888348,144.914050587404,149.470531766958,141.494250931398,121.03679734016,151.315473810253,266.736375050368,206.526895688512,196.90226590689,200.329570290312,189.789468487411,210.130199311636,190.633933653222,190.478243245614,172.833438279455,333.556243038733,271.527480764987,337.696008319048,137.285931453647,133.441425733602,127.416441631916,298.020866553017,307.566176862617,313.233516917273
"2709","XM_022471369.1","XM_022471369.1 PREDICTED: Crassostrea virginica uncharacterized LOC111126612 (LOC111126612), mRNA"," uncharacterized LOC111126612 (LOC111126612), mRNA","LOC111126612",341.342807047944,4.03365542212281,0.427963845646321,9.42522473138142,4.29185502786784e-21,8.59086314744879e-19,469.509660856515,447.808172716813,461.999825461506,336.58480903378,475.702761639232,570.150017340289,346.851540701539,499.506910502447,449.682201868438,334.213193999184,328.573017318831,286.31775695679,306.317773733382,381.834266414019,333.608729702204,132.782581161702,107.553093030287,135.793103874326,513.802792965134,452.045760043287,298.248855968041,213.44737739608,148.01197915243,161.881187314389
"557","XM_022441524.1","XM_022441524.1 PREDICTED: Crassostrea virginica uncharacterized LOC111106730 (LOC111106730), mRNA"," uncharacterized LOC111106730 (LOC111106730), mRNA","LOC111106730",75.5180216719012,-6.84038135663898,0.732137880537225,-9.34302340922405,9.36217479126013e-21,1.79903550788855e-18,31.4504079042642,41.5737030373699,11.7764661392149,26.798153585492,18.7653949364589,37.6198691793446,16.0230331302341,15.7811249197202,13.3042071558709,43.6361440236324,41.5164462316212,56.5262524464049,35.8456969262468,26.3333976837255,39.1889772842951,270.364532726838,285.63280444109,200.116153077955,57.0891992183483,52.755912499331,28.3147648070925,173.174287321348,126.964404135341,161.881187314389
"2944","XM_022474109.1","XM_022474109.1 PREDICTED: Crassostrea virginica glycine-rich cell wall structural protein-like (LOC111128495), mRNA"," glycine-rich cell wall structural protein-like (LOC111128495), mRNA","LOC111128495",218.467508099053,-9.7479292074363,1.07233176001075,-9.09040426755486,9.86714808531909e-20,1.8231453616105e-17,65.1472735159758,23.7564017356399,57.0705666746566,0,0,20.8999273218581,89.5404792571908,69.2997224735537,75.8339807884643,56.5286411215238,90.1499975315204,125.340820642028,76.5794434333455,73.7335135144313,72.3488811402371,811.093598180515,1021.75438378773,722.740927857434,111.459865140585,99.3052470575642,134.023220086905,478.242944637442,546.557996411495,421.812362067168
"4462","XM_022489031.1","XM_022489031.1 PREDICTED: Crassostrea virginica putative peptidyl-prolyl cis-trans isomerase (LOC111137548), mRNA"," putative peptidyl-prolyl cis-trans isomerase (LOC111137548), mRNA","LOC111137548",238.811179857319,-2.93031283872987,0.325018839038019,-9.01582458236243,1.95394907530138e-19,3.47658198435106e-17,211.167024500059,185.299933537992,178.458756109641,196.162484245802,189.530488858235,168.871412760613,165.885519465953,159.183520929351,152.998382292516,365.948571470917,303.663149579858,319.49620947968,337.275421078777,301.956293440052,293.414906846517,273.564112995795,243.316833412781,270.692832065269,179.42319754338,146.889011272647,218.023689014612,258.754603730153,240.349727614496,371.14223433055
"732","XM_022445819.1","XM_022445819.1 PREDICTED: Crassostrea virginica epididymal secretory protein E1-like (LOC111109623), mRNA"," epididymal secretory protein E1-like (LOC111109623), mRNA","LOC111109623",178.835066926222,2.97883754772751,0.345095447449085,8.6319236308297,6.03286609989958e-18,1.03506745513991e-15,157.252039521321,156.792251455224,154.905823831211,233.67989926549,243.950134173965,242.439156933554,309.150286277459,306.702732135431,313.979288878554,122.974587702964,120.990786160725,94.6200312689822,140.124087984419,103.57803088932,106.513630567571,131.182791027223,151.63222951811,129.53947409064,216.12339704089,225.505665193219,147.236776996881,162.099187550796,126.285450102532,194.783867662842
"556","XM_022441521.1","XM_022441521.1 PREDICTED: Crassostrea virginica basic salivary proline-rich protein 3-like (LOC111106731), transcript variant X1, mRNA"," basic salivary proline-rich protein 3-like (LOC111106731), transcript variant X1, mRNA","LOC111106731",307.865623382595,5.68861035492393,0.660577740801903,8.61156833413473,7.20677604815923e-18,1.19383972880541e-15,655.965650574653,504.823536882349,460.188061440088,623.861015470254,713.085007585437,627.833816748617,126.299202320669,364.338144885713,329.944337465599,377.849338022817,357.041437591942,237.164493959916,272.101426667419,287.034034752608,336.623266416381,64.7915004463725,53.7765465151435,56.2826680531747,184.860264135604,290.674733574745,229.349594937449,85.5803164088055,104.558921052634,44.7476452738961
"1664","XM_022461001.1","XM_022461001.1 PREDICTED: Crassostrea virginica plasminogen-like (LOC111120277), mRNA"," plasminogen-like (LOC111120277), mRNA","LOC111120277",313.711166571668,3.75674104624875,0.438415182036087,8.5689118447078,1.04467467004435e-17,1.67287237163103e-15,409.978531609158,542.833779659373,442.070421225912,326.937473743003,398.764642399751,489.05829933148,222.437401102074,410.995383778799,443.030098290502,269.750708509727,333.317754031016,366.19180932671,322.611272336221,375.689806954483,312.506972702969,93.5877228669825,119.013668517121,99.1647008555936,349.331528550369,346.533935044625,379.417848415039,169.146978313874,172.454324333565,134.242935821688
"3514","XM_022479278.1","XM_022479278.1 PREDICTED: Crassostrea virginica fatty acid-binding protein-like (LOC111131653), mRNA"," fatty acid-binding protein-like (LOC111131653), mRNA","LOC111131653",157.801532351129,3.14530337035855,0.370347473888649,8.49284413184423,2.01640649928213e-17,3.12477962017786e-15,215.659939914954,285.076820827679,202.01168838807,219.744859401035,217.678581262923,289.254994134516,146.092360893311,166.731015456174,149.007120145754,146.776120806763,158.948679858207,172.036420489058,146.641487425555,140.444787646536,184.891585136161,59.1922349756983,43.1975537580661,76.8303087710004,168.549064358933,151.026729900046,142.517649529032,104.710034194303,90.9798403964475,109.236898756864
"3602","XM_022480230.1","XM_022480230.1 PREDICTED: Crassostrea virginica uncharacterized LOC111132426 (LOC111132426), mRNA"," uncharacterized LOC111132426 (LOC111132426), mRNA","LOC111132426",517.870864879201,2.332300916086,0.276465401563808,8.43614030143915,3.27989037719441e-17,4.92393542876311e-15,733.468441481589,791.08817779681,574.329194789402,644.227612195228,655.850553029238,529.186159789447,412.82873594368,492.645551841699,480.281878326941,556.360836301313,482.776960464852,546.830050840222,441.553812136949,476.634498075431,484.335565411032,201.57355694427,197.474531465445,195.649274661036,731.28545665408,645.484105874167,591.778584468233,553.754988527565,429.098948735484,580.403281346711
"3627","XM_022480743.1","XM_022480743.1 PREDICTED: Crassostrea virginica tomoregulin-2-like (LOC111132854), mRNA"," tomoregulin-2-like (LOC111132854), mRNA","LOC111132854",187.278774490902,2.27524968502078,0.271164751906392,8.39065427576743,4.83444065515882e-17,7.03777360829787e-15,237.001288135705,251.817858397783,242.776378869968,222.960637831294,273.974766072299,276.715037741401,173.42577035077,197.607129429539,187.58932089778,200.329570290312,212.326967870291,186.782399388121,187.375233932654,170.289305021425,196.949731992868,99.9868834048958,126.947913084929,80.4038115045353,198.452930616163,200.679353428828,188.76509871395,145.989951520904,126.964404135341,108.578845149895
"304","XM_022435910.1","XM_022435910.1 PREDICTED: Crassostrea virginica uncharacterized LOC111102955 (LOC111102955), mRNA"," uncharacterized LOC111102955 (LOC111102955), mRNA","LOC111102955",95.150458330988,3.8128293212755,0.457307362107486,8.3375638295089,7.58367145986095e-17,1.07152816744624e-14,131.417775885675,128.284569372456,119.576425413566,118.983801919585,91.0121654418255,165.527424389116,134.781984566087,145.460803607855,114.41618154049,63.4707549434653,93.7085500656593,74.9587260702326,58.6565949702221,69.3446139004771,75.3634178544136,48.7935991015892,52.8949637853871,34.8416516519653,130.489598213367,121.028269851406,95.3263748505448,78.5325256457274,59.7479548872193,76.9922720153801
"2196","XM_022465826.1","XM_022465826.1 PREDICTED: Crassostrea virginica uncharacterized LOC111123487 (LOC111123487), mRNA"," uncharacterized LOC111123487 (LOC111123487), mRNA","LOC111123487",137.330322879691,-2.502365379996,0.300352711849176,-8.33142262838162,7.98766321373636e-17,1.09636383082256e-14,83.1189351755553,91.4621466822138,109.611723295769,72.8909777525383,85.3825469608879,90.287686030427,122.529076878261,131.051950420285,106.433657246967,127.933240432922,123.363154516817,159.74810473984,223.220930858901,188.722683400033,154.746217994396,167.977964120225,176.31654595129,160.807623009071,149.51933128615,135.510285047301,121.753488670498,166.126496558269,169.738508202327,177.674473881646
"969","XM_022450959.1","XM_022450959.1 PREDICTED: Crassostrea virginica cathepsin L1-like (LOC111113029), mRNA"," cathepsin L1-like (LOC111113029), mRNA","LOC111113029",462.885793875596,4.278881168129,0.522335755437986,8.19182130187716,2.5730246981071e-16,3.43355851380737e-14,644.733362037416,681.808729812866,624.152705378387,783.578010839787,957.035141759402,740.693424286651,377.955075601405,491.273280109549,558.776700546579,564.294680669246,572.926957996373,454.667682721083,477.399509063196,384.467606182392,461.224117269011,135.182266363419,182.487625059585,108.991833372815,322.146195589251,377.566824750114,665.396972966674,193.310832358714,227.449600991119,121.739917289276
"2909","XM_022473643.1","XM_022473643.1 PREDICTED: Crassostrea virginica blastula protease 10-like (LOC111128165), mRNA"," blastula protease 10-like (LOC111128165), mRNA","LOC111128165",65.8985080472319,17.5868139360679,2.17327088948828,8.09232480917691,5.8536560709033e-16,7.60026047692418e-14,117.939029640991,106.90380781038,133.164655574199,113.624171202486,111.65409987193,122.055575559651,53.7242875543145,61.752227946731,93.1294500910966,89.255749139248,102.011839311984,54.0685892965612,123.83058938158,100.066911198157,84.4070279969433,0,0,0,0,62.0657794109776,51.9104021463363,0,0,0
"754","XM_022446050.1","XM_022446050.1 PREDICTED: Crassostrea virginica uncharacterized LOC111109811 (LOC111109811), mRNA"," uncharacterized LOC111109811 (LOC111109811), mRNA","LOC111109811",149.424759606304,3.78371148491716,0.468330860466137,8.07914191507938,6.52240878391021e-16,8.24569784155385e-14,177.470158888348,230.437096835707,191.141104259564,164.004699943211,270.221687085008,164.691427296242,173.42577035077,210.64371088496,191.580583044541,113.057282243048,144.714469721651,145.002125840778,115.68384008016,135.178108109791,131.634769852376,53.5929695050242,89.0398557054016,64.3230492036283,138.645198101703,181.025189948685,237.844024379577,77.5256983938591,98.4483347573499,86.863076119916
"62","XM_022431156.1","XM_022431156.1 PREDICTED: Crassostrea virginica uncharacterized LOC111099732 (LOC111099732), mRNA"," uncharacterized LOC111099732 (LOC111099732), mRNA","LOC111099732",350.294098250203,2.86550518757332,0.357134916610963,8.02359291767261,1.02696239407989e-15,1.26500701055379e-13,500.960068760779,445.432532543249,451.129241333,416.979269790256,512.295281765327,444.75045340914,255.425998723144,376.002454608985,457.66472616196,359.998188194967,317.897359716414,380.937788225772,291.653624990826,316.000772204706,297.434289132086,163.978488784029,222.158847898626,199.222777394571,436.324594025947,388.94555097546,496.452209617689,246.672676707733,246.46031390978,182.28084913043
"2083","XM_022464361.1","XM_022464361.1 PREDICTED: Crassostrea virginica uncharacterized LOC111122571 (LOC111122571), mRNA"," uncharacterized LOC111122571 (LOC111122571), mRNA","LOC111122571",161.795360394079,4.26271898951657,0.532744865834166,8.0014266920096,1.22985800719491e-15,1.4410336259913e-13,224.645770744744,232.812737009271,201.105806377361,166.148552230051,208.295883794693,195.623319732592,162.115394023545,227.110971670755,247.458253099199,148.759581898747,171.996705816716,130.256146941716,146.641487425555,162.389285716307,138.668688852121,59.9921300429375,73.1713665697855,33.0549002851979,284.086729443685,261.710703182956,149.124427984021,111.757824957381,66.5374952153124,79.6244864432563
"3685","XM_022481329.1","XM_022481329.1 PREDICTED: Crassostrea virginica collagen alpha-5(IV) chain-like (LOC111133195), mRNA"," collagen alpha-5(IV) chain-like (LOC111133195), mRNA","LOC111133195",214.667597261402,-3.16347461648342,0.395358550322092,-8.001533326916,1.22879319383753e-15,1.4410336259913e-13,90.9815371516214,112.84290824429,144.941121713414,150.069660078755,154.814508225786,183.919360432351,204.529305250636,169.475558920473,190.250162328954,319.33723580931,302.476965401812,246.995146559291,449.700561438369,267.722876451209,268.293767561713,247.967470844142,274.172228954256,250.145191347443,150.878597934206,167.57760440964,165.169461374706,212.440550144211,243.065543745733,184.255009951337
"968","XM_022450958.1","XM_022450958.1 PREDICTED: Crassostrea virginica cathepsin L1-like (LOC111113028), mRNA"," cathepsin L1-like (LOC111113028), mRNA","LOC111113028",834.328150308479,2.93196256881453,0.36975812154314,7.92940681486142,2.20195113495747e-15,2.51861267912755e-13,1012.02919720507,1162.87586495958,1162.24661973944,1173.75912704455,1139.99774238988,1492.25481078067,679.565110994048,874.823229245356,953.911653075946,798.343089523274,973.857210176029,761.875576451545,630.558395929887,833.890926651306,896.322249681826,375.150786535169,462.830933122137,321.615246018141,927.019853974131,801.682984058461,968.364956402564,606.110005624717,600.874319036239,413.915718783539
