"Day","moduleColor","GO_term","GO_ID","ontology","pvalue","Gene_count","Gene_ratio","Transcript_ID","Protein_name","KEGG_ID"
"Day18","blue","generation of precursor metabolites and energy","GO:0006091","BP",0.002690498057791,7,0.0324074074074074,"XM_022435482.1"," uncharacterized","crg:105318240"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00495556167943375,12,0.0169491525423729,"XM_022468543.1"," ganglioside GM2 activator-like","crg:105320698"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00495556167943375,12,0.0169491525423729,"XM_022480914.1"," pancreatic lipase-related protein 2-like","crg:105329571"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00495556167943375,12,0.0169491525423729,"XM_022463532.1"," pancreatic triacylglycerol lipase-like","crg:105344176"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00495556167943375,12,0.0169491525423729,"XM_022459096.1"," pancreatic triacylglycerol lipase-like","crg:105345185"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00495556167943375,12,0.0169491525423729,"XM_022457451.1"," pancreatic triacylglycerol lipase-like","crg:105329276"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00495556167943375,12,0.0169491525423729,"XM_022448304.1"," phospholipase B1, membrane-associated-like","crg:105344760"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00495556167943375,12,0.0169491525423729,"XM_022473914.1"," uncharacterized","crg:105318146"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00495556167943375,12,0.0169491525423729,"XM_022439594.1"," uncharacterized","crg:105335906"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00495556167943375,12,0.0169491525423729,"XM_022439588.1"," uncharacterized","crg:105335906"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00495556167943375,12,0.0169491525423729,"XM_022487647.1"," uncharacterized","crg:105343298"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00495556167943375,12,0.0169491525423729,"XM_022453012.1"," uncharacterized","crg:105322314"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00495556167943375,12,0.0169491525423729,"XM_022470559.1"," uncharacterized","crg:105322314"
"Day18","blue","cell wall organization or biogenesis","GO:0071554","BP",0.00620287976031216,3,0.09375,"XM_022433733.1"," peptidoglycan-recognition protein SC2-like","crg:105325079"
"Day18","blue","cell wall organization or biogenesis","GO:0071554","BP",0.00620287976031216,3,0.09375,"XM_022433377.1"," peptidoglycan-recognition protein SC2-like","crg:105325078"
"Day18","blue","cell wall organization or biogenesis","GO:0071554","BP",0.00620287976031216,3,0.09375,"XM_022431191.1"," peptidoglycan-recognition protein SC2-like","crg:105325079"
"Day18","blue","biological_process","GO:0008150","BP",0.0329168511629631,11,0.0123042505592841,"XM_022488655.1"," chondroitin proteoglycan-2-like","crg:105317660"
"Day18","blue","biological_process","GO:0008150","BP",0.0329168511629631,11,0.0123042505592841,"XM_022459765.1"," disabled homolog 1-like","crg:105336965"
"Day18","blue","biological_process","GO:0008150","BP",0.0329168511629631,11,0.0123042505592841,"XM_022480261.1"," troponin T-like","crg:105348570"
"Day18","blue","biological_process","GO:0008150","BP",0.0329168511629631,11,0.0123042505592841,"XM_022488951.1"," tubulin beta chain","crg:105343071;crg:105338583;crg:105331668"
"Day18","blue","biological_process","GO:0008150","BP",0.0329168511629631,11,0.0123042505592841,"XM_022445716.1"," uncharacterized","crg:105317748"
"Day18","blue","biological_process","GO:0008150","BP",0.0329168511629631,11,0.0123042505592841,"XM_022465341.1"," uncharacterized","crg:105346858"
"Day18","blue","biological_process","GO:0008150","BP",0.0329168511629631,11,0.0123042505592841,"XM_022471530.1"," uncharacterized","crg:105327928"
"Day18","blue","biological_process","GO:0008150","BP",0.0329168511629631,11,0.0123042505592841,"XM_022472614.1"," uncharacterized","crg:105346858"
"Day18","blue","biological_process","GO:0008150","BP",0.0329168511629631,11,0.0123042505592841,"XM_022441055.1"," uncharacterized","crg:105317552"
"Day18","blue","biological_process","GO:0008150","BP",0.0329168511629631,11,0.0123042505592841,"XM_022442828.1"," uncharacterized","crg:105317552"
"Day18","blue","biological_process","GO:0008150","BP",0.0329168511629631,11,0.0123042505592841,"XM_022447161.1"," uncharacterized","crg:105317748"
"Day18","blue","hydrolase activity, acting on glycosyl bonds","GO:0016798","MF",6.52896993695165e-05,8,0.0317460317460317,"XM_022489627.1"," anti-sigma-I factor RsgI6-like","crg:105327293"
"Day18","blue","hydrolase activity, acting on glycosyl bonds","GO:0016798","MF",6.52896993695165e-05,8,0.0317460317460317,"XM_022461046.1"," chitotriosidase-1-like","crg:105332578"
"Day18","blue","hydrolase activity, acting on glycosyl bonds","GO:0016798","MF",6.52896993695165e-05,8,0.0317460317460317,"XM_022482782.1"," endoglucanase 14-like","crg:105330260"
"Day18","blue","hydrolase activity, acting on glycosyl bonds","GO:0016798","MF",6.52896993695165e-05,8,0.0317460317460317,"XM_022451106.1"," lysozyme 1-like","crg:105322786"
"Day18","blue","hydrolase activity, acting on glycosyl bonds","GO:0016798","MF",6.52896993695165e-05,8,0.0317460317460317,"XM_022451104.1"," lysozyme 1-like","crg:105322786"
"Day18","blue","hydrolase activity, acting on glycosyl bonds","GO:0016798","MF",6.52896993695165e-05,8,0.0317460317460317,"XM_022433002.1"," lysozyme 3","crg:105322786"
"Day18","blue","hydrolase activity, acting on glycosyl bonds","GO:0016798","MF",6.52896993695165e-05,8,0.0317460317460317,"XM_022446722.1"," lysozyme 3-like","crg:105322786"
"Day18","blue","hydrolase activity, acting on glycosyl bonds","GO:0016798","MF",6.52896993695165e-05,8,0.0317460317460317,"XM_022467246.1"," trehalase-like","crg:105345011"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",0.000176447388122155,17,0.0254110612855007,"XM_022487208.1"," amyloid beta A4 protein-like","crg:105342828"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",0.000176447388122155,17,0.0254110612855007,"XM_022454290.1"," antistasin-like","crg:109619773"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",0.000176447388122155,17,0.0254110612855007,"XM_022476957.1"," antistasin-like","crg:105320902"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",0.000176447388122155,17,0.0254110612855007,"XM_022438778.1"," cystatin-A-like","crg:105341416"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",0.000176447388122155,17,0.0254110612855007,"XM_022478788.1"," cysteine proteinase inhibitor 8-like","crg:105331140"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",0.000176447388122155,17,0.0254110612855007,"XM_022478691.1"," cysteine proteinase inhibitor 8-like","crg:105331140"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",0.000176447388122155,17,0.0254110612855007,"XM_022442719.1"," elastin-like","crg:105348973"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",0.000176447388122155,17,0.0254110612855007,"XM_022445794.1"," elastin-like","crg:105348973"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",0.000176447388122155,17,0.0254110612855007,"XM_022442725.1"," elastin-like","crg:105348972"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",0.000176447388122155,17,0.0254110612855007,"XM_022468543.1"," ganglioside GM2 activator-like","crg:105320698"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",0.000176447388122155,17,0.0254110612855007,"XM_022453596.1"," kappaPI-actitoxin-Avd3e-like","crg:105332176"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",0.000176447388122155,17,0.0254110612855007,"XM_022464051.1"," kunitz-type serine protease inhibitor BmKTT-2-like","crg:105329676"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",0.000176447388122155,17,0.0254110612855007,"XM_022454161.1"," kunitz-type serine protease inhibitor textilinin-2-like","crg:105334684"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",0.000176447388122155,17,0.0254110612855007,"XM_022467480.1"," kunitz-type U19-barytoxin-Tl1a-like","crg:105336246"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",0.000176447388122155,17,0.0254110612855007,"XM_022440677.1"," metalloproteinase inhibitor 3-like","crg:105346380"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",0.000176447388122155,17,0.0254110612855007,"XM_022449986.1"," mucin-5AC-like","crg:105342497"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",0.000176447388122155,17,0.0254110612855007,"XM_022473914.1"," uncharacterized","crg:105318146"
"Day18","blue","structural molecule activity","GO:0005198","MF",0.00773718325320222,4,0.0223463687150838,"XM_022454601.1"," clathrin light chain B-like","crg:105342463"
"Day18","blue","structural molecule activity","GO:0005198","MF",0.00773718325320222,4,0.0223463687150838,"XM_022455706.1"," fibrillin-1-like","crg:105330710"
"Day18","blue","structural molecule activity","GO:0005198","MF",0.00773718325320222,4,0.0223463687150838,"XM_022490512.1"," fibrillin-1-like","crg:105321203"
"Day18","blue","structural molecule activity","GO:0005198","MF",0.00773718325320222,4,0.0223463687150838,"XM_022488951.1"," tubulin beta chain","crg:105343071;crg:105338583;crg:105331668"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00991493623935435,20,0.0149476831091181,"XM_022432807.1"," amine oxidase [flavin-containing] B-like","crg:105345865"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00991493623935435,20,0.0149476831091181,"XM_022481031.1"," carbonyl reductase [NADPH] 1-like","crg:105340670"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00991493623935435,20,0.0149476831091181,"XM_022483138.1"," catalase-like","crg:105339901"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00991493623935435,20,0.0149476831091181,"XM_022458163.1"," cytochrome b-c1 complex subunit 6, mitochondrial-like","crg:105336649"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00991493623935435,20,0.0149476831091181,"XM_022466146.1"," cytochrome b-c1 complex subunit 8-like","crg:105343627"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00991493623935435,20,0.0149476831091181,"XM_022477667.1"," cytochrome c oxidase subunit 5A, mitochondrial-like","crg:105340053"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00991493623935435,20,0.0149476831091181,"XM_022481882.1"," D-aspartate oxidase-like","crg:105339443"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00991493623935435,20,0.0149476831091181,"XM_022456701.1"," DBH-like monooxygenase protein 1","crg:105342404"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00991493623935435,20,0.0149476831091181,"XM_022478706.1"," glutaredoxin-1-like","crg:105341327"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00991493623935435,20,0.0149476831091181,"XM_022461355.1"," glutathione peroxidase-like","crg:105320326"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00991493623935435,20,0.0149476831091181,"XM_022472782.1"," inositol oxygenase-like","crg:105332136"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00991493623935435,20,0.0149476831091181,"XM_022458897.1"," L-threonine 3-dehydrogenase-like","crg:105323351"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00991493623935435,20,0.0149476831091181,"XM_022438161.1"," monomeric sarcosine oxidase-like","crg:105340847"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00991493623935435,20,0.0149476831091181,"XM_022490030.1"," NADH-ubiquinone oxidoreductase subunit 8-like","crg:105344113"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00991493623935435,20,0.0149476831091181,"XM_022464110.1"," peroxidasin-like","crg:105337122"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00991493623935435,20,0.0149476831091181,"XM_022459248.1"," protein FAM13A-like","crg:105323288"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00991493623935435,20,0.0149476831091181,"XM_022468985.1"," senecionine N-oxygenase-like","crg:105325018"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00991493623935435,20,0.0149476831091181,"XM_022437764.1"," sorbitol dehydrogenase-like","crg:105324767"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00991493623935435,20,0.0149476831091181,"XM_022486930.1"," tyrosinase-like protein 1","crg:105324826"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00991493623935435,20,0.0149476831091181,"XM_022435482.1"," uncharacterized","crg:105318240"
"Day18","blue","structural constituent of ribosome","GO:0003735","MF",0.0404101229534455,7,0.0397727272727273,"XM_022471799.1"," 40S ribosomal protein S19-like","crg:105335239;crg:105348656"
"Day18","blue","structural constituent of ribosome","GO:0003735","MF",0.0404101229534455,7,0.0397727272727273,"XM_022464259.1"," 40S ribosomal protein S21-like","crg:105344033"
"Day18","blue","structural constituent of ribosome","GO:0003735","MF",0.0404101229534455,7,0.0397727272727273,"XM_022442456.1"," 40S ribosomal protein S23","crg:105348430"
"Day18","blue","structural constituent of ribosome","GO:0003735","MF",0.0404101229534455,7,0.0397727272727273,"XM_022459437.1"," 40S ribosomal protein S24-like","crg:105331823;crg:105340909"
"Day18","blue","structural constituent of ribosome","GO:0003735","MF",0.0404101229534455,7,0.0397727272727273,"XM_022459436.1"," 40S ribosomal protein S24-like","crg:105331823;crg:105340909"
"Day18","blue","structural constituent of ribosome","GO:0003735","MF",0.0404101229534455,7,0.0397727272727273,"XM_022489606.1"," 60S acidic ribosomal protein P2-like","crg:105324897;crg:105340057"
"Day18","blue","structural constituent of ribosome","GO:0003735","MF",0.0404101229534455,7,0.0397727272727273,"XM_022435531.1"," 60S ribosomal protein L44-like","crg:105348141"
"Day18","blue","peptidase activity","GO:0008233","MF",0.047399445779986,12,0.00991735537190083,"XM_022484544.1"," carboxypeptidase B-like","crg:105346494"
"Day18","blue","peptidase activity","GO:0008233","MF",0.047399445779986,12,0.00991735537190083,"XM_022448615.1"," cathepsin B-like","crg:105328916"
"Day18","blue","peptidase activity","GO:0008233","MF",0.047399445779986,12,0.00991735537190083,"XM_022489857.1"," cathepsin L-like","crg:105344064"
"Day18","blue","peptidase activity","GO:0008233","MF",0.047399445779986,12,0.00991735537190083,"XM_022473649.1"," methionine aminopeptidase 1D, mitochondrial-like","crg:105334558"
"Day18","blue","peptidase activity","GO:0008233","MF",0.047399445779986,12,0.00991735537190083,"XM_022460744.1"," tolloid-like protein 1","crg:105344183;crg:105329483"
"Day18","blue","peptidase activity","GO:0008233","MF",0.047399445779986,12,0.00991735537190083,"XM_022433990.1"," transmembrane protease serine 3-like","crg:105317784"
"Day18","blue","peptidase activity","GO:0008233","MF",0.047399445779986,12,0.00991735537190083,"XM_022448200.1"," transmembrane protease serine 3-like","crg:105341949"
"Day18","blue","peptidase activity","GO:0008233","MF",0.047399445779986,12,0.00991735537190083,"XM_022460918.1"," transmembrane protease serine 9-like","crg:105348511"
"Day18","blue","peptidase activity","GO:0008233","MF",0.047399445779986,12,0.00991735537190083,"XM_022461391.1"," trypsin-1-like","crg:105348513"
"Day18","blue","peptidase activity","GO:0008233","MF",0.047399445779986,12,0.00991735537190083,"XM_022451096.1"," tryptase-2-like","crg:105331575"
"Day18","blue","peptidase activity","GO:0008233","MF",0.047399445779986,12,0.00991735537190083,"XM_022451097.1"," tryptase-2-like","crg:105331575"
"Day18","blue","peptidase activity","GO:0008233","MF",0.047399445779986,12,0.00991735537190083,"XM_022457492.1"," zinc metalloproteinase nas-6-like","crg:105319688"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022452387.1"," 40S ribosomal protein S11-like","crg:105317506"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022432795.1"," 40S ribosomal protein S13-like","crg:105338085"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022461359.1"," 40S ribosomal protein S14","crg:105339837"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022474258.1"," 40S ribosomal protein S15-like","crg:105332215"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022457754.1"," 40S ribosomal protein S15Aa","crg:105331157"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022472901.1"," 40S ribosomal protein S16","crg:105344628"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022470798.1"," 40S ribosomal protein S18","crg:105347800"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022458026.1"," 40S ribosomal protein S20","crg:105340582"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022462214.1"," 40S ribosomal protein S21-like","crg:105344033"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022471167.1"," 40S ribosomal protein S3","crg:105335873"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022469477.1"," 40S ribosomal protein S5","crg:105347828"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022458716.1"," 40S ribosomal protein S7-like","crg:105319797"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022476705.1"," 60S acidic ribosomal protein P0-like","crg:105319364"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022460201.1"," 60S ribosomal protein L10-like","crg:105336480"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022486262.1"," 60S ribosomal protein L13-like","crg:105337746"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022486934.1"," 60S ribosomal protein L14-like","crg:105332844"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022480126.1"," 60S ribosomal protein L15-like","crg:105319021"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022474564.1"," 60S ribosomal protein L17-like","crg:105339567"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022474462.1"," 60S ribosomal protein L17-like","crg:105339567"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022440951.1"," 60S ribosomal protein L18a-like","crg:105326463"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022441035.1"," 60S ribosomal protein L18a-like","crg:105326463"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022464806.1"," 60S ribosomal protein L21-like","crg:105321543;crg:105323549"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022457419.1"," 60S ribosomal protein L23","crg:105326418"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022480834.1"," 60S ribosomal protein L23a-like","crg:105346731"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022487266.1"," 60S ribosomal protein L26-like","crg:105325638"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022460725.1"," 60S ribosomal protein L27a-like","crg:105324627"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022470420.1"," 60S ribosomal protein L28-like","crg:105332917"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022485315.1"," 60S ribosomal protein L30-like","crg:105330605"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022434060.1"," 60S ribosomal protein L32-like","crg:105337115"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022460338.1"," 60S ribosomal protein L34-like","crg:105319282"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022458870.1"," 60S ribosomal protein L34-like","crg:105319282"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022472613.1"," 60S ribosomal protein L35-like","crg:105338614"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022434493.1"," 60S ribosomal protein L35a-like","crg:105333469"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022477814.1"," 60S ribosomal protein L36-like","crg:105332946"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022478379.1"," 60S ribosomal protein L36-like","crg:105332946"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022453757.1"," 60S ribosomal protein L37a","crg:105319573"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022452991.1"," 60S ribosomal protein L37a","crg:105319573"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022439982.1"," 60S ribosomal protein L44-like","crg:105348141"
"Day18","green","ribosome biogenesis","GO:0042254","BP",3.36237400755692e-49,48,0.19047619047619,"XM_022486957.1"," 60S ribosomal protein L6-like","crg:105321589;crg:105335875"
